品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
2,84.4143601404782,81.99107288543887,83.15418043294943,81.92612469,79.19589906674132,81.93704804548149,83.27452653243307,81.86771957,2,20,1,6,3,4,1,29,6,4,2,7,33,10,21,0,0,1
2,85.15108440857385,81.07777810591627,81.92242122969904,81.92612469,78.08963697270448,82.80438171611837,82.55826315467387,81.86771957,2,16,1,9,3,5,1,31,6,6,3,7,35,12,19,0,0,1
2,83.47691222045562,83.15319870171481,84.7215376560806,81.92612469,80.60356696091203,80.83340563716798,84.18593890575472,81.86771957,2,25,2,3,3,2,0,27,5,2,1,8,31,8,24,0,0,1
2,83.69516429300108,82.88263821238682,84.35663315838941,81.92612469,80.27584055734705,81.0903503034463,83.97374830276502,81.86771957,2,24,2,4,3,3,0,28,5,3,1,8,31,9,23,0,0,1
2,83.7358350267981,82.8322199345253,84.28863410796188,81.92612469,80.21476955278709,81.13823130636595,83.93420710882458,81.86771957,2,23,2,4,3,3,0,28,5,3,1,8,31,9,23,0,0,1
2,83.78479511621038,82.77152559337,84.20677574746371,81.92612469,80.14125128634332,81.19587123476741,83.88660677782359,81.86771957,2,23,2,4,3,3,0,28,5,3,2,8,32,9,23,0,0,1
2,83.84086844110448,82.70201318945716,84.11302447987795,81.92612469,80.05705181511198,81.26188546127162,83.83209076575484,81.86771957,2,23,2,4,3,3,0,28,5,3,2,8,32,9,23,0,0,1
2,83.99291051337615,82.51353123374196,83.85881916872945,81.92612469,79.82874607233016,81.44088215561902,83.6842713264301,81.86771957,2,22,2,5,3,3,0,28,5,3,2,8,32,9,22,0,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,34,5,11,6,4,31,17,21,9,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,37,4,14,6,4,33,14,17,13,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,39,3,16,6,4,34,14,16,13,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,39,3,16,6,4,33,14,16,12,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,34,5,11,6,4,32,17,21,9,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,38,4,15,6,4,33,14,17,13,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,5,2,4,0,40,4,17,6,5,33,16,17,9,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,38,4,15,6,4,33,14,17,13,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,39,3,16,6,4,34,13,16,14,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,39,3,16,6,4,33,15,16,12,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,28,1,5,3,4,1,40,4,17,5,5,32,18,18,4,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,28,1,5,3,4,1,40,4,17,5,5,32,18,18,4,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,6,2,3,0,37,4,14,6,4,33,14,17,13,0,1
2,88.92278981,88.91681971,88.91893392,88.87519312,88.86999791,88.88277078,88.88352277,88.87254642,2,29,2,5,2,4,0,40,4,17,6,5,33,15,16,11,0,1
1,87.22620837334642,90.23861133882745,86.66964050884035,88.6223437053279,84.7299089025564,87.23651502484782,85.70187883864007,91.07641340794405,2,10,1,7,4,4,1,34,6,8,5,3,21,11,15,6,0,1
2,88.92278981,87.86444612524015,88.91893392,88.87519312,87.27095833185696,88.88277078,86.5759419925009,88.87254642,1,15,1,6,4,4,0,30,6,6,5,6,22,10,17,0,0,1
2,88.92278981,87.03777767477814,88.91893392,88.87519312,86.01486867944269,88.88277078,84.7632737031439,88.87254642,1,10,1,5,3,2,0,30,6,4,4,4,20,11,18,0,0,1
2,88.92278981,86.91977543344362,88.91893392,88.87519312,85.83556899258619,88.88277078,84.50452556678935,88.87254642,1,10,1,5,3,2,0,30,6,4,4,4,20,11,18,0,0,1
2,88.82783298356122,85.18763559410428,91.72401504187602,89.22919603096348,89.5428561508999,88.63724334629694,89.36723576729078,86.38519802477295,1,14,2,6,4,5,1,32,5,6,5,3,20,12,16,0,0,1
2,88.52272004034056,86.89237296,88.91893392,88.16885094413941,85.75838240809308,87.1439904096478,85.40519169396309,87.98453433372775,1,10,1,4,3,2,0,31,6,5,4,5,22,12,17,0,0,1
2,88.74255427498339,87.24785902832022,88.67998128701038,88.84833178075186,85.68089603096001,88.70788157020806,84.57802261328452,89.10667319817637,1,10,1,5,3,2,0,30,6,4,4,4,20,11,18,1,0,1
2,88.26312795201115,86.67760306035977,85.16608081,88.87519312,88.31900218347418,84.05084360523192,86.36482579663016,88.17485891781283,1,12,2,9,2,2,0,33,5,9,7,9,30,21,26,10,10,1
2,86.2319876877121,86.01631305937548,85.16608081,88.87519312,86.62245175835896,87.09904706461315,85.06943113512696,86.02663530835483,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,88.59951662617114,86.78712305293553,85.16608081,88.87519312,88.59997753420755,83.54601331936041,86.57936346315975,88.53063842968922,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,86.58748848273059,86.13205549490286,85.16608081,88.87519312,86.91939088930842,86.56553454839995,85.29615788567267,86.40262864296747,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,87.47661514104301,86.42153356743444,85.16608081,88.87519312,87.66205166791387,85.23119097630237,85.86321371476657,87.34300824784148,1,13,2,9,3,3,0,33,4,9,7,9,30,22,26,10,10,1
2,88.91895248217573,86.89112361914192,85.16608081,88.87519312,88.86679270538365,83.06662472250268,86.78308917813584,88.86848789269186,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,86.00693275079487,85.94304063103982,85.16608081,88.87519312,86.43447013266214,87.43679490474013,84.92589847568843,85.78860727188265,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,88.17816345090998,86.64994067977267,85.16608081,88.87519312,88.24803388896665,84.17835281310562,86.31063822372923,88.08499671063812,1,12,2,9,2,2,0,33,5,9,7,9,30,21,26,10,10,1
2,86.19554857691165,86.00444936879701,85.16608081,88.87519312,86.5920152641365,87.15373251669692,85.04619146506057,85.98809569614531,2,15,3,9,3,3,0,35,4,11,7,9,30,24,25,10,10,1
2,87.40147745737613,86.39707056023627,85.16608081,88.87519312,87.5992914187042,85.34395273446796,85.81529336381367,87.26353931659617,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,88.76940790481272,86.84243553223341,85.16608081,88.87519312,88.74188261386595,83.29105151668418,86.6877145501115,88.71032294593547,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,87.13192278702103,86.30931009811675,85.16608081,88.87519312,87.37414050292509,85.7484828858863,85.6433802334904,86.97844639757201,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,88.7206957963394,86.82657605131696,85.16608081,88.87519312,88.70119485350234,83.36415548698697,86.65664756454875,88.65880286958811,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,88.50765293170828,86.75721446234259,85.16608081,88.87519312,88.52324655081216,83.68387638877768,86.52077581095041,88.43347933104604,1,12,2,9,2,2,0,32,5,8,7,9,30,21,26,10,10,1
2,85.96852733723155,85.9305367599781,85.16608081,88.87519312,86.4023912448311,87.49443125636998,84.901404762193,85.74798801106749,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,86.84019079974978,86.21432923956127,85.16608081,88.87519312,87.13046554077492,86.18629531491581,85.45732313761017,86.66989776914606,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,85.95285647988149,85.9254347089506,85.16608081,88.87519312,86.38930184861042,87.51794906182417,84.89141040320693,85.73141382053443,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,87.10882227753387,86.3017891325734,85.16608081,88.87519312,87.35484534154226,85.78315063097997,85.6286474859822,86.95401427895222,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,86.14632344540827,85.98842286002632,85.16608081,88.87519312,86.5508989910527,87.2276063986609,85.01479729023076,85.93603302399366,2,15,3,9,3,3,0,35,4,11,7,9,30,24,25,10,10,1
2,85.21139819108103,85.68403387556214,85.16608081,88.87519312,85.76998402148648,88.63068153069108,84.41853261828898,84.9472148021672,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,87.39800054742288,86.3959385626944,85.16608081,88.87519312,87.59638726030462,85.34917065522595,85.81307590464989,87.25986198313929,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,85.33725526206844,85.72500988497913,85.16608081,88.87519312,85.87510865076024,88.44180340842912,84.49880013143671,85.08032679648124,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,87.19881173984689,86.33108751864134,85.16608081,88.87519312,87.4300108351453,85.64810028750945,85.68603981438059,87.04919110693459,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,87.79385745860004,86.52481997073065,85.16608081,88.87519312,87.9270346423426,84.75509429955552,86.06554046284477,87.6785377277469,1,12,2,9,3,3,0,33,4,9,7,9,30,21,26,10,10,1
2,87.11251116961014,86.30299014635253,85.16608081,88.87519312,87.35792656223894,85.77761458121235,85.63100014039335,86.95791581406048,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,85.39956873842617,85.74529764135234,85.16608081,88.87519312,85.92715722498394,88.34828738812352,84.53854162346083,85.14623227994389,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,87.3628227643622,86.38448552983216,85.16608081,88.87519312,87.56700431523913,85.40196318851557,85.79064066805827,87.22265640682946,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,86.6401189723635,86.14919070567727,85.16608081,88.87519312,86.96335155570364,86.48655012601033,85.3297238862592,86.45829297220855,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,86.30915165857697,86.04143577653396,85.16608081,88.87519312,86.6869045043733,86.98324438615508,85.1186437856148,86.10824733039242,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,86.68342317889852,86.16328950490129,85.16608081,88.87519312,86.99952225809066,86.4215619838884,85.35734188928542,86.50409341273081,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,85.68192023726144,85.83722444041422,85.16608081,88.87519312,86.16299694703594,87.92455258721446,84.71861615139348,85.44485968969252,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,86.28141331036578,86.03240484320143,85.16608081,88.87519312,86.66373549567565,87.02487229854547,85.10095317663851,86.07891002879785,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,88.14128558859437,86.63793414234361,85.16608081,88.87519312,88.21723091878847,84.23369671498224,86.28711873233271,88.04599305545723,1,12,2,9,2,2,0,33,5,9,7,9,30,21,26,10,10,1
2,88.88013210006643,86.87848464438744,85.16608081,88.87519312,88.83436720679634,83.1248838319891,86.75833081130821,88.82742974282344,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,87.40178444072376,86.39717050656782,85.16608081,88.87519312,87.59954783266933,85.34349203378733,85.8154891477271,87.26386399573659,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,87.396996971721,86.39561182278945,85.16608081,88.87519312,87.59554900367922,85.3506767564933,85.81243585697348,87.2588005571735,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,86.44440242663035,86.08547014585409,85.16608081,88.87519312,86.79987540651693,86.78026881311824,85.20490229074123,86.25129451341397,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,88.58439113711313,86.78219856059502,85.16608081,88.87519312,88.58734366773241,83.56871267148388,86.56971692218828,88.51464104473746,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,85.37271882345088,85.73655596033083,85.16608081,88.87519312,85.90473029787,88.38858199758518,84.52141762807157,85.11783462456002,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,85.74766465100241,85.85862922677568,85.16608081,88.87519312,86.217911280153,87.82588763879968,84.76054578278361,85.51439388399253,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,85.23972224623816,85.69325550086884,85.16608081,88.87519312,85.79364225359504,88.58817462733673,84.43659677195063,84.9771715732842,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,87.19106462699256,86.32856524661655,85.16608081,88.87519312,87.42353990458602,85.65972665158576,85.68109895982221,87.0409974183788,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,82.6643146607825,83.42181820665537,85.54890381885544,81.66934964115508,77.76249789,83.3507676466288,83.51700152033072,77.4187393727674,1,10,1,8,2,4,0,31,5,7,5,8,38,16,19,0,0,1
1,81.29001199594819,87.84459539626104,88.91893392,85.30448879045994,81.76038317953609,88.49236712874809,84.44894688593799,77.46176496114768,1,16,1,11,5,6,1,33,5,10,3,6,40,18,20,0,0,1
2,84.14562433195158,81.99008303184041,83.36320370933261,81.80998376347176,77.76249789,83.19199024020915,82.87589916307101,79.85541859084842,2,13,1,9,3,5,1,31,6,6,4,7,37,14,18,0,0,1
2,81.0011248754374,85.38268969652515,88.91893392,81.55541058337603,79.18831298438293,83.5955792,84.74656366812097,74.04412405872385,1,6,1,6,2,3,0,31,5,8,7,9,39,20,19,0,0,1
2,80.79850297995694,86.64764780401569,88.91893392,83.223183208247,79.60023989632087,85.84652744412773,84.47949707506825,75.40852779331122,1,11,1,8,3,4,0,32,5,9,5,8,40,19,20,0,0,1
2,80.51487577255155,85.49932254102362,88.72044107730808,81.4652839704833,77.76249789,83.58115993972812,84.4472663831416,73.88302150672939,1,6,1,6,2,3,0,31,5,8,7,9,40,20,20,0,0,1
2,83.95934499925785,84.20728550415876,88.91893392,82.04575960031528,85.9828633937118,83.5955792,85.89538244837946,75.86634756869128,2,7,2,7,5,5,1,31,6,7,7,9,33,20,17,0,0,1
1,81.28605911570673,85.62934458,84.96995506386997,77.57443956216694,77.880606158677,81.97762609005498,79.66230664331698,76.22831384584566,1,9,2,4,3,4,1,31,5,7,6,6,40,21,24,0,0,1
1,82.08455423546597,85.62934458,81.48843316098167,74.15543025667952,77.98473346330232,80.55119677874687,75.39243299528636,78.49107511134348,1,11,2,3,4,5,2,31,5,6,6,4,40,22,28,0,0,1
2,85.29777269517358,83.67548142633143,88.91893392,82.26761486377313,89.05701408855481,83.5955792,86.41515812724285,76.69080089258368,2,8,2,8,6,6,2,31,6,7,7,9,31,20,15,0,0,1
2,80.45797934212102,85.81838743411518,88.91893392,81.78122848260674,78.10366541830483,84.01345638088273,84.50066263093956,73.98601921872987,1,7,1,6,2,3,0,31,5,8,7,9,40,20,20,0,0,1
2,88.57707392583481,84.23601305473284,85.16608081,92.17555253393859,87.90616259704959,78.32615389617287,88.65352940317386,85.19829255560286,2,14,2,8,5,6,1,34,5,10,6,6,29,15,26,1,1,1
2,88.90407724138633,86.74859212936232,85.16608081,89.05383172126712,88.81782838221156,82.80459008501543,86.88664537862412,88.67367002845788,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,87.68573220735217,85.65217392161792,87.34989194819725,88.516950827196,86.53443861707265,79.56315163949547,88.87849612451848,84.76955472,1,11,1,5,4,5,0,34,5,9,5,8,30,15,20,0,0,1
2,88.89870834152597,86.7073393811443,85.16608081,89.10508565551837,88.8028602088816,82.73106093627172,86.91565494195734,88.61660958673967,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,9,9,1
2,88.88377312732077,86.59258242027428,85.16608081,89.24766393166662,88.76122172040944,82.52651743287663,86.99635379156351,88.45787875884731,1,11,2,9,2,2,0,32,5,8,7,9,30,19,26,9,9,1
2,88.3704208345267,84.26338938645085,85.59286653692911,91.77039279741777,87.54759689981873,78.12339476186236,88.87286724778785,84.76955472,2,13,2,7,5,6,1,34,5,10,6,6,29,14,25,0,0,1
2,88.65777060006253,84.85605806777743,85.16608081,91.4051857655614,88.13114012287588,79.43132588983033,88.21750426903485,86.05593341246188,2,13,2,8,4,5,1,33,5,9,6,7,29,16,26,3,3,1
2,87.07452519473357,86.89191241473883,88.91835125961862,85.61267219830563,85.6300137110209,80.84839206141784,88.88352090336595,84.76955472,1,8,1,2,4,4,0,34,5,8,4,9,30,15,15,0,0,1
2,88.00385128782024,85.0069187767811,86.53354523816323,90.02856052370018,87.00517081340811,78.89421379558783,88.87588084361772,84.76955472,2,12,2,6,5,5,1,34,5,9,5,7,29,14,22,0,0,1
2,88.4305227158486,84.14148205514502,85.43863506797163,92.05597952315159,87.6365318060712,77.99701308476486,88.8723731456985,84.76955472,2,14,2,8,5,6,1,34,5,10,6,6,29,14,25,0,0,1
2,88.39398980562176,84.21558338929025,85.5323846193276,91.88238571903533,87.5824727504361,78.0738341486346,88.87267348550279,84.76955472,2,13,2,7,5,6,1,34,5,10,6,6,29,14,25,0,0,1
2,87.94097259441735,85.13445844010195,86.69490247085471,89.72977919152898,86.91212695887197,79.02643452730493,88.87639777408816,84.76955472,2,12,2,6,5,5,1,34,5,9,5,7,29,14,22,0,0,1
2,88.62002263039858,84.566015875002,85.16608081,91.76554487182095,88.0259010296761,78.9143529254637,88.42146637396317,85.65474957983052,2,13,2,8,4,5,1,34,5,10,6,7,29,15,26,2,2,1
2,87.19463450953937,86.64828932489701,88.6101306906358,86.18339686101304,85.80774376567746,80.59582731125825,88.88253347565004,84.76955472,1,8,1,2,4,4,0,34,5,8,4,9,30,15,16,0,0,1
2,82.62115948230726,84.21803858149602,81.55817068,85.3681637903788,82.8650776472545,81.17180105417731,87.67292893395881,83.09511871628028,2,35,1,4,3,5,1,37,5,13,5,2,38,21,28,0,0,1
2,82.57624302253078,83.62866317060428,81.55817068,85.3145162852615,82.25580929142873,80.15015934938502,87.40613572916186,82.72610300319796,2,35,1,4,3,5,1,37,5,13,5,2,38,21,28,0,0,1
2,82.7683665775429,86.14962986612541,81.55817068,85.54398560345699,84.8618651351019,84.52008158390781,88.54730445024384,84.30451347912364,2,34,1,5,4,5,2,37,6,11,6,2,38,22,30,0,0,1
2,82.67604108656495,84.93817254175754,81.55817068,85.43371350555918,83.60951799178633,82.42010370346368,87.99891275274523,83.54600408059949,2,35,1,4,4,5,2,37,5,12,5,2,38,21,29,0,0,1
2,82.7046181091744,82.79454517787646,81.55817068,85.77654566350631,81.12123368517376,79.10518085692975,86.3915908525531,82.32976617915728,2,36,1,4,3,5,1,37,4,14,4,2,38,20,27,0,0,1
2,82.75922113685162,86.02962713456485,81.55817068,85.53306243456241,84.73781200088328,84.31206510920322,88.49298268393704,84.22937818718528,2,34,1,5,4,5,2,37,6,12,6,2,38,22,29,0,0,1
2,82.81809287468414,86.80211799532286,81.55817068,85.60337790181762,85.53637642675974,85.65112484148352,88.84266695750755,84.71304489700083,2,34,1,5,4,5,2,37,6,11,6,2,38,22,30,0,0,1
2,83.11470139288909,84.324810044581,81.55817068,82.89848625721943,83.87663838665642,82.90054958013205,85.38029590135804,83.64679858837933,2,35,1,10,4,5,2,36,5,15,3,2,39,23,26,0,0,1
2,83.05277269034532,83.59721763123889,81.55817068,86.65392660063573,81.5438653176421,81.09597211846372,85.80258619009375,83.02059144612213,2,36,1,6,3,5,1,37,5,14,5,3,39,20,26,0,0,1
2,82.70095617980387,82.9945774458269,81.55817068,84.37294441543627,81.92157592068615,79.60130164616626,86.28459665290742,82.50192525142839,2,36,1,6,3,5,1,37,4,14,4,2,38,21,27,0,0,1
1,83.34561710099108,84.27237215816184,81.55817068,87.39192092080627,81.89935485597934,82.77049293545805,85.30715475654662,83.60166758041606,2,35,2,7,3,5,1,36,5,13,5,3,39,20,26,0,0,1
2,87.4649868457462,81.71142734811949,84.53518704542635,81.73457504334442,82.63466267233665,80.52038403,83.44305618986718,80.03602417878321,2,31,1,9,4,5,1,32,5,7,5,3,30,16,11,0,5,1
2,86.89036540339352,82.62510972,87.67723649669571,81.45251238,82.42378805393174,80.62906922554417,82.22462884509322,78.69634410093461,2,30,1,7,5,6,1,31,6,7,5,2,29,13,10,0,9,1
1,84.5536375676785,82.62510972,86.36718773074163,81.45251238,84.09627368919895,80.74373718218791,82.28818338646865,80.12861950733995,2,31,1,6,5,6,1,32,5,7,5,2,28,13,11,0,4,1
2,87.70201588015888,81.80484340293444,86.76041962328978,81.59139729028723,82.67315629037905,81.26537015164482,81.54916418117396,78.54198302926062,2,31,1,7,5,6,1,32,6,7,4,4,29,13,10,0,9,1
2,86.67864563548129,81.20659622754317,85.18614422738156,81.69269061850903,84.01118488486603,81.80871300713851,81.10045960284083,79.41950600783228,2,31,1,7,5,6,1,32,6,7,3,6,29,15,11,0,6,1
2,87.07269124569933,83.14352597683057,82.68750518940554,84.61633795318795,85.08463792263946,85.27446865004953,83.98199421322441,83.62948124410856,2,32,2,6,2,3,0,33,4,8,4,6,22,11,14,0,8,1
1,83.95372513526068,82.62510972,86.03085650304904,81.45251238,84.52565400054789,80.77317609746898,82.30449986069598,80.49633020510119,2,31,1,6,5,6,1,32,5,8,6,2,28,14,11,0,3,1
2,88.879832426889,82.62510972,88.79259909014857,81.45251238,80.99985028600771,80.53144205865395,82.17051913564084,77.47691895177722,2,30,1,7,5,6,1,31,6,6,4,2,30,12,10,0,13,1
2,88.1299459136223,82.87385694085876,85.92896098166796,82.97058363691582,82.87592107469416,82.80149562976834,83.03651554665136,80.35720209098297,2,31,1,7,4,5,1,32,5,7,4,4,26,12,12,0,11,1
2,88.47644275635795,82.62510972,88.56644517868283,81.45251238,81.28857172761792,80.55123720490249,82.18149056548147,77.72417286619073,2,30,1,7,5,6,1,31,6,6,4,2,30,12,10,0,12,1
2,85.99806616556938,82.62510972,87.17698332321666,81.45251238,83.06244080364921,80.67285615218243,82.24889768289401,79.24327054823252,2,30,1,7,5,6,1,31,6,7,5,2,29,13,10,0,7,1
2,83.693942912783,85.62934458,83.07102868026631,82.82099521894331,87.08377870251239,85.07079387593869,83.51684431094985,84.76955472,2,34,1,14,4,5,2,35,5,13,2,2,37,23,22,0,0,1
2,82.86290129454476,86.8234902038999,81.55817068,85.38476628554052,85.6386357938602,85.8254904762617,88.6440987847053,84.76955472,2,34,1,6,4,5,2,37,6,11,6,2,38,22,30,0,0,1
2,83.301387584726,85.32072664801107,81.55817068,83.79054073165331,85.7421944942319,86.13606108,83.75984277851518,84.76955472,2,35,1,15,4,5,2,36,5,14,2,4,38,24,25,0,0,1
2,83.37819311450352,85.42892944285981,81.55817068,82.97081778018989,85.76033390023665,86.13606108,84.01705388438916,84.76955472,2,35,1,15,4,5,2,36,5,14,2,3,39,24,25,0,0,1
2,83.40542569561815,79.01421433574089,81.55817068,81.360441004326,84.97585901893592,84.06785911484417,81.62220271359936,86.29273342011493,2,33,1,9,5,6,2,34,6,9,5,3,30,18,12,0,0,1
2,84.17259824335693,79.5550728313095,81.55817068,81.5077663953725,84.68378851414472,83.14396265585462,82.32257182049696,85.14029273221071,2,32,1,10,4,5,1,33,5,8,6,3,30,18,11,0,0,1
1,82.26060994778895,81.62087598903722,84.41463867147455,81.36464711331867,85.62967773,81.95006615764335,81.86906864113878,82.98943948851363,2,31,1,6,5,6,1,32,5,8,6,2,28,15,11,0,0,1
2,83.36472747650963,78.98552199315871,81.55817068,81.35262544697488,84.99135325088434,84.11687147931468,81.58504839224967,86.35386997116089,2,33,1,9,5,6,2,34,6,9,5,3,30,18,12,0,0,1
2,82.03885500352645,80.14235051528453,83.30829628363632,81.2352837678733,85.62967773,83.57134937583483,81.16621964548104,85.26803339886527,2,32,1,7,6,6,2,33,6,9,5,3,29,16,12,0,0,1
2,86.32737599456183,81.07419634040336,81.55817068,81.92156310349277,83.86344239075663,80.54899032516383,84.2897169870209,81.90340220321741,2,32,1,11,3,5,1,33,5,8,6,3,30,18,11,0,0,1
2,84.25552419787707,79.7781310976829,81.55817068,81.90410386902452,87.05869237897487,83.13648818980379,80.06610831696364,81.62451900436092,2,32,1,7,5,6,1,33,6,8,3,9,28,17,11,0,0,1
2,81.85504173382789,77.93189476760439,81.55817068,81.08745125036776,85.72261724973431,85.94097640118102,80.05514388350204,88.40115294092416,2,33,1,8,6,6,2,34,6,9,5,3,30,18,12,0,0,1
1,82.27858047620393,81.7406924112898,84.5042942026442,81.37513043166322,85.62967773,81.81868096468567,81.92602596351063,82.80478729621024,2,31,1,6,5,6,1,32,5,8,6,2,28,15,11,0,0,1
1,82.20599369928054,81.25672846137314,84.14215649079307,81.33278608471242,85.62967773,82.34937363392864,81.69596325429661,83.55063667701994,2,32,1,7,5,6,1,33,5,8,6,2,28,15,11,0,0,1
2,82.01215019153936,78.0319517466144,81.55817068,81.09288078064631,85.50629337948354,85.74576365979875,80.35025010876474,88.38570114307807,2,33,1,8,6,6,2,34,6,9,5,3,30,18,12,0,0,1
2,85.90660461505209,80.77755150350096,81.55817068,81.84075949782392,84.0236343965542,81.05572011980915,83.90558531267473,82.53548172624244,2,32,1,11,3,5,1,33,5,8,6,3,30,18,11,0,0,1
2,82.62978646509725,78.46738680840036,81.55817068,81.2114896982811,85.2711528772235,85.00195189572356,80.91410418119513,87.45789269363388,2,33,1,9,5,6,2,34,6,9,5,3,30,18,12,0,0,1
2,85.0530440958547,80.17578927979967,81.55817068,81.67684443380963,84.34859369345114,82.08365254980048,83.12635067989838,83.81769375899974,2,32,1,10,4,5,1,33,5,8,6,3,30,18,11,0,0,1
2,84.05410412949854,83.82743724565603,84.04547442681972,83.84955020148945,88.31860153874518,83.42949880876107,81.51276181210827,83.73596033464337,2,32,1,10,5,6,2,33,6,9,3,5,31,20,15,0,0,1
2,84.34997627120248,79.84639991888922,81.55817068,81.92612469,87.04729430923285,83.02368368799554,80.12853331278868,81.44802274632504,2,32,1,7,5,6,1,33,6,8,3,9,28,17,11,0,0,1
2,82.48196628321716,78.41406903741688,81.55817068,81.300733197904,86.0715547283012,85.20853926218211,80.05800742139918,86.63132614956754,2,33,1,8,6,6,2,34,6,9,4,5,29,18,12,0,0,1
2,85.52246218483144,80.57558386306435,81.55817068,81.92612469,85.17656086574893,81.55698775936021,82.57929739316107,81.69392523769443,2,32,1,9,4,5,1,33,5,8,5,5,29,18,11,0,0,1
2,86.00013538289826,80.87265491743211,81.55817068,81.92612469,84.41442017280555,80.95945278970382,83.57774377308851,81.7941064237536,2,32,1,10,3,5,1,33,5,8,5,4,30,18,11,0,0,1
2,83.40530528828477,81.16854003884787,83.28735163662294,81.69913417256319,86.39256156574062,82.00071144018827,81.15917427456134,81.44178887,2,32,1,7,5,6,1,33,6,8,4,6,28,16,11,0,0,1
