目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
182.0,2.0,75.24,76.54,81.56,77.77,74.69,77.77,77.77,81.87,2.0,37.0,1.0,7.0,3.0,5.0,1,1983.0,5.0,14.0,5.0,4.0,23.0,11.0,18.0,15.0,0.0,0.0
183.0,2.0,66.15,69.53,74.05,66.66,63.47,63.59,64.51,71.11,2.0,32.0,1.0,8.0,3.0,5.0,1,1988.0,5.0,10.0,4.0,4.0,23.0,12.0,15.0,20.0,0.0,0.0
184.0,2.0,81.69,80.05,81.56,81.03,83.85,83.6,82.35,70.33,2.0,8.0,2.0,6.0,3.0,5.0,1,1990.0,6.0,6.0,7.0,9.0,30.0,22.0,10.0,30.0,20.0,0.0
185.0,2.0,80.07,83.96,74.2,85.61,75.76,79.99,80.1,78.19,2.0,39.0,1.0,8.0,4.0,6.0,2,1980.0,6.0,16.0,5.0,4.0,24.0,18.0,20.0,20.0,15.0,0.0
186.0,2.0,73.06,53.83,55.58,62.97,64.88,58.3,66.67,51.44,2.0,32.0,1.0,2.0,2.0,3.0,#NULL!,1988.0,5.0,7.0,3.0,4.0,20.0,9.0,7.0,20.0,25.0,0.0
187.0,2.0,87.07,85.63,81.56,88.88,77.7,83.6,84.49,85.54,2.0,28.0,2.0,6.0,3.0,2.0,#NULL!,1982.0,5.0,16.0,4.0,3.0,27.0,10.0,7.0,15.0,40.0,0.0
188.0,2.0,88.38,85.63,77.81,88.4,72.91,75.56,77.9,74.44,1.0,9.0,1.0,3.0,3.0,5.0,1,1990.0,8.0,5.0,2.0,4.0,21.0,10.0,16.0,25.0,5.0,0.0
189.0,2.0,75.78,76.54,77.81,85.19,74.69,77.77,77.77,77.76,2.0,39.0,1.0,15.0,3.0,5.0,1,1981.0,4.0,16.0,6.0,4.0,22.0,16.0,15.0,15.0,5.0,0.0
190.0,2.0,80.77,71.24,63.08,73.61,69.73,69.74,71.1,74.44,2.0,27.0,1.0,5.0,5.0,5.0,1,1993.0,5.0,5.0,4.0,2.0,25.0,15.0,20.0,0.0,0.0,0.0
191.0,2.0,77.81,77.8,77.81,77.77,77.76,77.77,75.68,70.33,2.0,28.0,1.0,5.0,2.0,3.0,#NULL!,1992.0,6.0,5.0,3.0,7.0,28.0,16.0,20.0,0.0,0.0,0.0
192.0,2.0,73.53,80.6,74.2,78.19,77.6,78.31,77.58,77.76,1.0,10.0,1.0,11.0,3.0,5.0,1,1986.0,6.0,10.0,6.0,2.0,22.0,12.0,15.0,20.0,10.0,0.0
193.0,2.0,75.96,75.78,70.44,74.08,72.75,72.49,71.24,70.33,1.0,15.0,4.0,3.0,5.0,6.0,1,1989.0,5.0,5.0,4.0,4.0,20.0,10.0,15.0,0.0,0.0,0.0
194.0,2.0,84.5,82.63,77.81,85.61,84.02,77.77,77.77,77.76,2.0,10.0,2.0,5.0,3.0,5.0,1,1980.0,5.0,15.0,6.0,5.0,25.0,9.0,6.0,30.0,25.0,0.0
195.0,2.0,71.3,67.55,66.54,66.66,75.99,66.34,71.04,70.76,2.0,32.0,2.0,10.0,3.0,5.0,1,1987.0,6.0,9.0,5.0,6.0,21.0,15.0,16.0,30.0,0.0,0.0
196.0,2.0,77.81,72.12,66.69,71.24,75.99,75.03,73.38,77.76,2.0,35.0,1.0,7.0,3.0,5.0,1,1983.0,5.0,15.0,5.0,4.0,23.0,12.0,20.0,15.0,0.0,0.0
197.0,2.0,79.66,81.94,81.56,84.72,80.84,85.81,86.59,81.44,2.0,35.0,1.0,1.0,3.0,5.0,1,1984.0,5.0,11.0,1.0,4.0,22.0,18.0,9.0,0.0,0.0,0.0
198.0,2.0,70.38,74.52,70.44,70.34,77.76,77.77,77.77,77.76,2.0,20.0,2.0,7.0,4.0,6.0,1,1987.0,6.0,9.0,4.0,2.0,30.0,20.0,25.0,15.0,0.0,0.0
199.0,2.0,67.08,66.69,62.94,74.08,59.1,66.66,66.67,66.66,2.0,35.0,1.0,1.0,3.0,5.0,1,1984.0,5.0,14.0,3.0,2.0,30.0,13.0,10.0,0.0,0.0,0.0
200.0,2.0,65.77,75.37,70.44,70.34,77.76,69.74,73.2,77.76,1.0,15.0,1.0,7.0,3.0,5.0,3,1986.0,6.0,10.0,4.0,3.0,34.0,18.0,31.0,16.0,0.0,0.0
201.0,2.0,83.52,86.89,81.56,88.88,85.63,86.14,79.87,84.77,2.0,29.0,2.0,7.0,3.0,2.0,#NULL!,1981.0,5.0,17.0,4.0,7.0,36.0,14.0,7.0,15.0,35.0,0.0
202.0,2.0,85.37,85.63,77.81,85.61,83.85,83.06,79.87,85.54,2.0,27.0,2.0,5.0,3.0,2.0,#NULL!,1993.0,6.0,5.0,4.0,7.0,32.0,13.0,8.0,15.0,35.0,0.0
203.0,2.0,88.92,88.92,88.92,85.61,88.87,88.88,88.88,88.87,2.0,51.0,4.0,12.0,5.0,6.0,1,1969.0,6.0,27.0,4.0,2.0,32.0,12.0,12.0,0.0,30.0,0.0
204.0,2.0,87.07,88.92,62.79,87.98,76.46,83.6,77.77,78.11,2.0,29.0,2.0,7.0,3.0,2.0,#NULL!,1981.0,6.0,16.0,4.0,2.0,30.0,11.0,8.0,15.0,30.0,0.0
205.0,2.0,80.08,95.61,85.02,96.72,93.89,97.25,93.26,89.22,2.0,30.0,1.0,6.0,5.0,6.0,1,1990.0,6.0,8.0,4.0,3.0,30.0,7.0,15.0,0.0,25.0,0.0
206.0,2.0,72.82,73.5,59.33,74.08,58.56,72.49,62.09,66.23,1.0,18.0,2.0,10.0,5.0,6.0,1,1980.0,5.0,17.0,6.0,2.0,32.0,19.0,13.0,15.0,20.0,0.0
207.0,2.0,80.64,83.52,81.41,76.87,82.61,77.45,79.88,76.99,2.0,20.0,3.0,6.0,3.0,5.0,1,1982.0,5.0,14.0,2.0,7.0,35.0,12.0,22.0,20.0,5.0,0.0
208.0,2.0,93.34,79.25,92.67,92.56,85.96,93.84,82.21,96.3,2.0,10.0,2.0,8.0,3.0,5.0,1,1988.0,6.0,8.0,3.0,4.0,31.0,9.0,11.0,20.0,20.0,0.0
209.0,2.0,79.72,85.91,81.56,92.56,87.09,94.17,86.79,82.22,2.0,32.0,1.0,13.0,3.0,5.0,1,1982.0,5.0,14.0,1.0,2.0,33.0,14.0,12.0,21.0,20.0,0.0
210.0,2.0,89.11,82.63,88.92,81.45,80.84,80.52,82.16,77.34,2.0,30.0,1.0,7.0,5.0,6.0,1,1990.0,6.0,6.0,4.0,2.0,30.0,12.0,10.0,0.0,13.0,1.0
211.0,2.0,82.8,79.51,77.81,77.77,76.15,74.7,73.14,81.09,1.0,9.0,2.0,10.0,3.0,5.0,1,1990.0,6.0,6.0,5.0,8.0,30.0,16.0,12.0,35.0,10.0,0.0
212.0,2.0,76.7,85.11,77.81,77.77,77.76,77.77,77.77,77.76,2.0,30.0,2.0,3.0,3.0,2.0,#NULL!,1990.0,4.0,7.0,6.0,5.0,30.0,18.0,25.0,0.0,0.0,0.0
213.0,2.0,70.99,73.25,55.58,74.5,71.2,72.49,73.34,74.44,2.0,20.0,1.0,10.0,4.0,5.0,2,1982.0,8.0,14.0,5.0,4.0,43.0,21.0,28.0,0.0,23.0,0.0
214.0,2.0,77.81,77.8,81.41,77.77,77.76,77.77,82.15,77.76,1.0,15.0,1.0,12.0,3.0,5.0,1,1986.0,8.0,10.0,3.0,3.0,40.0,30.0,25.0,22.0,0.0,0.0
215.0,2.0,80.77,82.26,81.56,85.19,84.02,77.77,82.15,78.19,2.0,40.0,1.0,13.0,3.0,5.0,1,1980.0,5.0,17.0,7.0,9.0,60.0,55.0,40.0,0.0,0.0,1.0
216.0,2.0,77.81,76.54,77.81,77.77,77.76,77.77,71.04,77.76,2.0,25.0,1.0,4.0,3.0,2.0,#NULL!,1995.0,8.0,3.0,5.0,4.0,40.0,30.0,35.0,0.0,0.0,0.0
217.0,2.0,83.52,85.63,81.56,81.45,85.79,86.14,84.49,84.77,2.0,35.0,1.0,15.0,4.0,5.0,2,1985.0,5.0,15.0,2.0,2.0,40.0,25.0,25.0,0.0,0.0,1.0
218.0,2.0,85.04,81.09,81.56,81.03,85.79,80.52,84.49,77.76,2.0,31.0,2.0,8.0,6.0,6.0,2,1989.0,6.0,8.0,4.0,2.0,40.0,13.0,18.0,0.0,30.0,0.0
219.0,2.0,84.5,82.26,81.56,81.03,83.85,86.14,80.07,81.09,2.0,35.0,1.0,10.0,4.0,5.0,2,1985.0,6.0,13.0,4.0,7.0,48.0,18.0,21.0,0.0,30.0,0.0
220.0,2.0,76.16,79.83,66.69,74.5,72.91,69.41,80.07,69.98,1.0,4.0,1.0,7.0,3.0,5.0,1,1987.0,6.0,10.0,3.0,2.0,45.0,8.0,40.0,0.0,0.0,0.0
221.0,2.0,80.77,77.8,74.05,77.77,77.76,77.77,77.77,77.76,2.0,10.0,2.0,8.0,3.0,2.0,#NULL!,1988.0,5.0,8.0,7.0,9.0,60.0,55.0,50.0,10.0,10.0,0.0
222.0,2.0,72.1,72.27,66.69,74.08,69.67,75.03,64.39,70.76,2.0,40.0,2.0,16.0,5.0,6.0,1,1980.0,4.0,17.0,6.0,2.0,40.0,30.0,25.0,45.0,0.0,0.0
223.0,2.0,88.92,91.35,88.92,93.03,88.87,94.7,88.88,88.87,1.0,35.0,2.0,8.0,3.0,5.0,1,1985.0,5.0,11.0,2.0,3.0,10.0,5.0,4.0,0.0,300.0,0.0
224.0,2.0,83.21,84.5,81.56,84.72,84.02,83.06,82.16,85.54,2.0,30.0,1.0,8.0,4.0,6.0,2,1990.0,5.0,8.0,6.0,2.0,36.0,25.0,25.0,0.0,0.0,0.0
225.0,2.0,81.16,81.36,81.41,85.19,80.84,79.99,84.49,77.34,2.0,31.0,2.0,7.0,4.0,5.0,2,1989.0,5.0,8.0,4.0,4.0,12.0,7.0,10.0,0.0,0.0,0.0
226.0,2.0,77.81,77.8,81.56,77.77,80.84,77.77,84.44,77.76,2.0,35.0,1.0,3.0,3.0,5.0,1,1985.0,5.0,12.0,4.0,4.0,13.0,9.0,7.0,0.0,0.0,0.0
227.0,2.0,85.55,84.65,85.31,85.19,77.54,83.6,84.49,82.22,2.0,30.0,1.0,5.0,4.0,4.0,#NULL!,1990.0,6.0,7.0,5.0,4.0,13.0,14.0,12.0,0.0,0.0,0.0
228.0,2.0,77.27,70.96,70.44,81.03,63.41,77.77,68.96,67.01,2.0,35.0,1.0,7.0,4.0,5.0,2,1985.0,4.0,12.0,3.0,2.0,30.0,20.0,20.0,0.0,0.0,0.0
229.0,2.0,85.78,83.89,81.56,81.45,80.78,83.6,77.77,81.44,1.0,15.0,1.0,4.0,5.0,6.0,1,1990.0,5.0,7.0,5.0,7.0,14.0,14.0,12.0,0.0,0.0,0.0
230.0,2.0,81.69,77.8,81.56,81.03,85.63,86.14,80.05,88.87,2.0,33.0,1.0,8.0,6.0,6.0,2,1987.0,6.0,9.0,5.0,3.0,30.0,18.0,12.0,0.0,0.0,1.0
231.0,2.0,86.38,89.1,85.31,86.09,86.93,89.21,84.44,84.42,2.0,37.0,2.0,9.0,4.0,5.0,2,1982.0,5.0,14.0,5.0,4.0,17.0,13.0,14.0,20.0,6.0,0.0
232.0,2.0,84.86,75.99,85.17,85.19,87.09,88.88,84.69,84.77,2.0,33.0,2.0,12.0,3.0,5.0,1,1987.0,6.0,10.0,2.0,1.0,18.0,8.0,10.0,20.0,5.0,0.0
233.0,2.0,83.93,77.8,77.81,81.03,82.61,83.06,84.49,77.76,2.0,33.0,1.0,8.0,5.0,6.0,1,1987.0,6.0,9.0,5.0,2.0,16.0,17.0,11.0,0.0,0.0,0.0
234.0,2.0,83.01,86.89,77.81,85.19,85.63,86.14,82.16,84.77,1.0,10.0,2.0,5.0,1.0,1.0,#NULL!,1992.0,6.0,6.0,6.0,5.0,15.0,8.0,10.0,13.0,10.0,0.0
235.0,2.0,79.84,74.52,81.56,74.5,69.67,75.03,80.05,81.87,2.0,20.0,3.0,5.0,3.0,5.0,1,1984.0,5.0,11.0,3.0,2.0,18.0,11.0,9.0,30.0,8.0,0.0
236.0,2.0,79.78,77.44,85.17,77.77,74.69,77.77,88.88,85.54,2.0,32.0,1.0,6.0,3.0,5.0,1,1988.0,6.0,9.0,4.0,7.0,18.0,10.0,15.0,12.0,0.0,0.0
237.0,2.0,63.92,62.46,62.94,74.5,55.55,52.81,64.37,70.76,2.0,35.0,1.0,3.0,4.0,5.0,2,1986.0,6.0,11.0,4.0,8.0,18.0,10.0,15.0,0.0,0.0,0.0
238.0,2.0,77.48,77.95,74.05,85.19,74.58,75.56,82.16,85.54,1.0,12.0,2.0,8.0,3.0,5.0,1,1986.0,5.0,11.0,5.0,2.0,18.0,14.0,12.0,10.0,8.0,0.0
239.0,2.0,73.93,74.52,70.44,74.5,69.9,74.7,71.24,73.66,1.0,8.0,1.0,10.0,3.0,5.0,1,1980.0,5.0,17.0,4.0,1.0,18.0,13.0,12.0,0.0,0.0,0.0
240.0,2.0,88.92,88.92,88.92,88.88,88.87,88.88,93.27,96.3,2.0,33.0,1.0,8.0,3.0,5.0,1,1986.0,8.0,7.0,3.0,3.0,24.0,15.0,9.0,40.0,0.0,0.0
241.0,2.0,82.82,81.09,85.17,81.93,80.84,83.6,82.35,81.87,2.0,5.0,1.0,7.0,3.0,5.0,1,1984.0,5.0,12.0,2.0,2.0,20.0,12.0,10.0,30.0,5.0,0.0
242.0,2.0,84.32,79.83,81.56,81.93,87.09,83.06,80.07,81.44,2.0,32.0,1.0,7.0,5.0,6.0,1,1988.0,6.0,8.0,3.0,9.0,28.0,17.0,11.0,0.0,0.0,1.0
243.0,2.0,81.36,83.48,81.56,77.77,85.85,86.14,79.87,81.09,2.0,30.0,1.0,5.0,5.0,6.0,1,1990.0,6.0,7.0,6.0,2.0,27.0,15.0,12.0,0.0,0.0,0.0
244.0,2.0,62.4,69.49,62.94,74.08,65.04,63.59,64.19,62.55,2.0,40.0,1.0,5.0,3.0,1.0,1,1980.0,6.0,17.0,5.0,4.0,25.0,7.0,15.0,20.0,5.0,0.0
245.0,2.0,80.77,86.89,74.05,77.35,77.93,77.45,77.79,73.66,2.0,30.0,1.0,3.0,3.0,5.0,1,1990.0,6.0,6.0,3.0,4.0,25.0,16.0,20.0,18.0,6.0,0.0
246.0,2.0,85.04,85.63,81.56,92.14,88.71,86.14,84.31,84.77,2.0,35.0,1.0,10.0,4.0,6.0,2,1985.0,5.0,13.0,3.0,2.0,25.0,10.0,20.0,0.0,0.0,1.0
247.0,2.0,82.1,82.22,81.56,81.93,80.84,80.52,82.35,84.77,2.0,10.0,1.0,12.0,3.0,5.0,1,1986.0,6.0,12.0,4.0,3.0,24.0,17.0,18.0,0.0,0.0,0.0
248.0,2.0,85.04,81.97,81.56,85.19,85.79,86.14,82.21,81.09,2.0,30.0,1.0,8.0,4.0,3.0,2,1990.0,5.0,8.0,5.0,2.0,22.0,9.0,17.0,0.0,0.0,1.0
249.0,2.0,75.78,69.12,74.2,71.24,68.37,66.34,66.86,71.11,2.0,31.0,2.0,8.0,3.0,5.0,1,1988.0,6.0,9.0,4.0,3.0,24.0,13.0,8.0,20.0,33.0,0.0
250.0,2.0,75.03,74.99,59.18,81.93,68.43,69.95,62.03,70.33,2.0,20.0,2.0,2.0,3.0,5.0,1,1990.0,6.0,6.0,4.0,4.0,23.0,9.0,10.0,15.0,25.0,0.0
251.0,2.0,65.77,72.41,74.05,66.66,77.76,69.21,66.67,73.66,1.0,10.0,2.0,5.0,5.0,6.0,1,1984.0,6.0,12.0,4.0,7.0,20.0,12.0,5.0,20.0,30.0,0.0
252.0,2.0,69.65,72.98,70.44,74.5,84.08,77.77,77.77,81.09,2.0,20.0,2.0,8.0,5.0,6.0,1,1988.0,6.0,9.0,4.0,5.0,21.0,9.0,10.0,0.0,20.0,0.0
253.0,2.0,70.25,76.54,70.44,73.61,68.06,74.7,71.06,77.34,1.0,10.0,1.0,3.0,3.0,2.0,#NULL!,1991.0,6.0,5.0,5.0,2.0,20.0,6.0,8.0,0.0,35.0,0.0
254.0,2.0,64.66,67.45,70.3,74.5,66.65,66.66,77.77,66.66,2.0,45.0,1.0,15.0,3.0,5.0,1,1974.0,5.0,25.0,3.0,6.0,20.0,8.0,10.0,20.0,0.0,0.0
255.0,2.0,84.65,69.4,85.02,81.93,76.46,88.55,71.04,74.79,2.0,12.0,2.0,9.0,5.0,6.0,1,1983.0,5.0,12.0,4.0,3.0,25.0,15.0,7.0,30.0,20.0,0.0
256.0,2.0,81.69,77.8,77.81,77.77,74.69,74.7,73.34,77.76,2.0,10.0,2.0,5.0,3.0,5.0,1,1980.0,5.0,15.0,4.0,3.0,25.0,9.0,7.0,30.0,25.0,0.0
257.0,2.0,75.24,76.54,70.44,77.77,77.76,75.03,82.16,81.44,2.0,34.0,1.0,5.0,3.0,5.0,1,1986.0,4.0,11.0,6.0,4.0,20.0,15.0,15.0,15.0,0.0,0.0
258.0,2.0,81.69,83.24,77.81,74.5,72.91,72.49,73.34,73.66,2.0,32.0,1.0,8.0,3.0,5.0,1,1988.0,5.0,10.0,4.0,7.0,23.0,13.0,15.0,20.0,0.0,0.0
259.0,2.0,65.23,61.87,70.44,74.5,64.88,69.41,68.76,70.76,2.0,9.0,2.0,5.0,3.0,5.0,1,1989.0,8.0,5.0,3.0,7.0,20.0,8.0,6.0,20.0,33.0,0.0
260.0,2.0,71.3,79.07,77.81,81.93,77.76,88.88,79.87,77.76,2.0,15.0,2.0,5.0,5.0,6.0,1,1988.0,6.0,9.0,3.0,4.0,20.0,12.0,8.0,30.0,15.0,0.0
261.0,2.0,67.8,66.69,63.08,70.82,66.65,66.66,71.1,66.66,2.0,40.0,4.0,20.0,3.0,5.0,1,1980.0,5.0,20.0,5.0,2.0,20.0,15.0,12.0,10.0,10.0,0.0
262.0,2.0,73.93,66.69,59.33,70.34,71.67,69.41,75.48,65.88,1.0,30.0,1.0,1.0,3.0,5.0,1,1990.0,6.0,5.0,5.0,8.0,24.0,14.0,7.0,20.0,30.0,0.0
263.0,2.0,73.71,59.06,29.59,67.08,53.54,50.26,66.67,44.43,1.0,3.0,2.0,6.0,2.0,3.0,#NULL!,1992.0,6.0,5.0,4.0,8.0,30.0,8.0,20.0,30.0,10.0,0.0
264.0,2.0,78.73,74.8,85.17,85.19,75.99,75.03,79.86,74.09,2.0,30.0,1.0,10.0,5.0,6.0,1,1988.0,5.0,8.0,4.0,2.0,30.0,20.0,22.0,30.0,10.0,0.0
265.0,2.0,77.81,77.8,77.81,77.77,77.76,77.77,77.77,77.76,2.0,32.0,1.0,10.0,1.0,1.0,#NULL!,1988.0,6.0,10.0,6.0,3.0,30.0,25.0,26.0,25.0,5.0,0.0
266.0,2.0,83.93,85.63,85.17,84.72,88.87,83.6,82.16,84.77,2.0,32.0,1.0,12.0,5.0,6.0,2,1988.0,6.0,10.0,3.0,3.0,33.0,21.0,17.0,0.0,0.0,1.0
267.0,2.0,80.62,80.23,70.44,77.77,74.69,85.81,77.77,81.44,2.0,10.0,1.0,15.0,3.0,5.0,1,1985.0,5.0,12.0,5.0,3.0,35.0,15.0,20.0,0.0,0.0,0.0
268.0,2.0,84.67,85.63,81.56,85.61,84.02,88.88,82.15,85.54,2.0,10.0,2.0,5.0,3.0,2.0,#NULL!,1988.0,5.0,9.0,8.0,10.0,30.0,20.0,26.0,10.0,10.0,0.0
269.0,2.0,80.77,88.92,77.81,88.88,79.37,88.88,75.42,85.54,2.0,29.0,1.0,3.0,2.0,3.0,#NULL!,1991.0,6.0,7.0,5.0,2.0,36.0,20.0,15.0,37.0,8.0,0.0
270.0,2.0,67.05,72.37,66.69,69.92,72.75,72.49,73.2,73.66,1.0,6.0,3.0,9.0,2.0,3.0,#NULL!,1990.0,4.0,10.0,4.0,2.0,30.0,18.0,24.0,0.0,0.0,0.0
271.0,2.0,82.41,82.07,81.56,81.03,85.85,83.6,84.49,81.87,1.0,10.0,1.0,2.0,3.0,5.0,1,1980.0,5.0,15.0,9.0,11.0,30.0,25.0,26.0,0.0,0.0,1.0
272.0,2.0,83.52,82.07,77.81,77.77,81.0,80.52,82.16,81.87,2.0,27.0,2.0,3.0,4.0,4.0,#NULL!,1993.0,6.0,2.0,3.0,4.0,35.0,13.0,15.0,0.0,0.0,0.0
273.0,2.0,63.38,66.32,59.18,52.28,61.64,61.38,62.28,55.55,1.0,30.0,1.0,7.0,3.0,5.0,1,1981.0,3.0,17.0,5.0,2.0,30.0,22.0,22.0,50.0,10.0,0.0
274.0,2.0,77.81,58.06,62.79,62.5,58.95,67.2,71.03,59.65,2.0,2.0,2.0,2.0,3.0,2.0,#NULL!,1996.0,5.0,1.0,1.0,5.0,30.0,7.0,10.0,40.0,8.0,0.0
275.0,2.0,76.7,84.46,77.81,77.35,74.52,69.41,77.77,81.09,2.0,39.0,1.0,10.0,3.0,5.0,1,1981.0,5.0,16.0,4.0,4.0,39.0,21.0,35.0,18.0,0.0,0.0
276.0,2.0,91.01,71.14,81.56,78.24,80.84,80.52,93.14,81.09,1.0,20.0,2.0,10.0,2.0,3.0,#NULL!,1987.0,5.0,10.0,7.0,9.0,60.0,48.0,50.0,10.0,10.0,0.0
277.0,2.0,81.18,84.5,81.56,84.72,83.85,80.85,82.21,85.54,2.0,6.0,2.0,8.0,3.0,2.0,#NULL!,1989.0,5.0,6.0,7.0,9.0,50.0,40.0,30.0,10.0,10.0,0.0
278.0,2.0,77.07,95.61,74.05,92.56,82.55,94.7,84.24,88.52,1.0,13.0,3.0,6.0,3.0,5.0,1,1988.0,6.0,10.0,6.0,6.0,40.0,15.0,25.0,30.0,0.0,0.0
279.0,2.0,76.76,72.01,74.05,77.35,72.75,75.03,71.06,73.66,1.0,8.0,1.0,8.0,2.0,3.0,#NULL!,1987.0,6.0,9.0,5.0,2.0,40.0,20.0,30.0,15.0,0.0,0.0
280.0,2.0,73.93,74.52,70.44,77.77,71.51,72.49,71.24,74.44,1.0,5.0,1.0,5.0,5.0,6.0,1,1990.0,5.0,5.0,4.0,5.0,40.0,35.0,20.0,0.0,0.0,0.0
281.0,2.0,73.93,74.52,70.44,77.77,71.45,75.03,73.2,73.66,1.0,10.0,1.0,10.0,3.0,5.0,1,1980.0,5.0,15.0,7.0,9.0,70.0,65.0,50.0,0.0,0.0,0.0
282.0,2.0,72.28,73.54,62.94,74.5,66.65,69.41,68.95,73.66,2.0,15.0,1.0,5.0,3.0,5.0,1,1986.0,6.0,8.0,1.0,2.0,58.0,23.0,24.0,20.0,0.0,0.0
283.0,2.0,85.37,88.16,81.56,88.88,88.87,83.6,88.88,85.54,2.0,28.0,2.0,7.0,3.0,5.0,1,1992.0,6.0,5.0,4.0,6.0,41.0,20.0,18.0,0.0,25.0,0.0
284.0,2.0,67.94,50.54,51.82,52.28,49.45,49.73,55.56,51.44,1.0,14.0,3.0,2.0,3.0,5.0,1,1991.0,5.0,5.0,7.0,9.0,35.0,30.0,30.0,0.0,0.0,0.0
285.0,2.0,77.62,72.77,74.2,77.77,77.29,77.77,77.77,81.87,2.0,25.0,1.0,5.0,3.0,2.0,#NULL!,1995.0,6.0,3.0,4.0,8.0,11.0,10.0,23.0,16.0,0.0,0.0
286.0,2.0,81.69,86.39,88.92,81.93,85.63,83.6,82.35,85.54,2.0,20.0,1.0,12.0,4.0,1.0,1,1984.0,5.0,15.0,3.0,3.0,10.0,5.0,7.0,10.0,0.0,0.0
287.0,2.0,92.6,95.61,96.28,93.03,96.74,97.25,95.42,95.88,2.0,38.0,2.0,15.0,3.0,5.0,1,1982.0,6.0,16.0,4.0,6.0,12.0,5.0,5.0,15.0,20.0,0.0
288.0,2.0,72.41,76.54,74.05,77.77,74.69,75.03,75.68,67.43,1.0,25.0,1.0,3.0,3.0,2.0,#NULL!,1992.0,5.0,3.0,1.0,4.0,14.0,5.0,13.0,10.0,10.0,0.0
289.0,2.0,75.78,80.23,77.81,77.77,72.91,77.77,80.05,73.66,2.0,15.0,2.0,10.0,3.0,5.0,1,1982.0,5.0,15.0,4.0,6.0,13.0,8.0,10.0,12.0,10.0,0.0
290.0,2.0,78.35,81.05,74.05,84.72,82.08,75.23,71.06,78.11,2.0,35.0,1.0,8.0,3.0,2.0,#NULL!,1985.0,5.0,15.0,5.0,4.0,14.0,12.0,20.0,22.0,8.0,0.0
291.0,2.0,55.19,46.48,40.7,41.17,36.56,52.48,62.28,59.57,2.0,28.0,2.0,2.0,4.0,4.0,#NULL!,1992.0,6.0,5.0,4.0,8.0,25.0,8.0,16.0,13.0,6.0,0.0
292.0,2.0,61.47,69.29,51.82,81.45,57.32,63.92,79.86,62.98,2.0,29.0,3.0,3.0,3.0,5.0,1,1990.0,6.0,5.0,4.0,7.0,13.0,7.0,4.0,0.0,50.0,0.0
293.0,2.0,88.92,88.92,88.92,88.88,88.87,88.88,88.88,88.87,2.0,34.0,1.0,2.0,3.0,5.0,1,1985.0,4.0,12.0,4.0,4.0,14.0,5.0,5.0,20.0,20.0,0.0
294.0,2.0,70.38,72.37,81.56,69.92,79.06,72.49,77.77,81.09,1.0,10.0,3.0,10.0,3.0,5.0,1,1982.0,5.0,16.0,4.0,4.0,18.0,8.0,13.0,20.0,10.0,0.0
295.0,2.0,73.39,77.8,77.81,77.77,71.67,75.03,77.77,77.76,2.0,32.0,1.0,8.0,3.0,3.0,1,1988.0,5.0,10.0,4.0,7.0,23.0,13.0,16.0,20.0,0.0,0.0
296.0,2.0,83.56,83.24,81.56,88.88,88.87,80.52,82.35,81.09,2.0,37.0,2.0,12.0,3.0,5.0,1,1983.0,6.0,13.0,7.0,9.0,15.0,9.0,8.0,40.0,10.0,0.0
297.0,2.0,77.81,71.14,74.05,77.77,71.45,72.49,71.04,74.44,2.0,28.0,1.0,7.0,4.0,2.0,#NULL!,1992.0,6.0,6.0,4.0,5.0,17.0,11.0,10.0,20.0,10.0,0.0
298.0,2.0,78.35,85.91,88.77,85.61,79.54,85.81,90.97,88.87,2.0,36.0,1.0,10.0,3.0,5.0,1,1983.0,5.0,15.0,6.0,4.0,15.0,10.0,12.0,0.0,0.0,0.0
299.0,2.0,52.02,52.86,59.33,62.97,58.79,60.84,59.95,62.98,2.0,24.0,1.0,5.0,2.0,3.0,#NULL!,1996.0,5.0,3.0,4.0,9.0,30.0,10.0,15.0,30.0,6.0,0.0
300.0,2.0,73.21,61.29,62.94,74.5,79.76,75.03,80.12,77.34,2.0,27.0,1.0,5.0,4.0,5.0,1,1993.0,5.0,5.0,4.0,8.0,25.0,13.0,17.0,0.0,0.0,0.0
301.0,2.0,72.41,71.11,66.69,74.5,72.91,69.74,66.67,73.66,2.0,37.0,2.0,3.0,3.0,5.0,1,1982.0,4.0,14.0,4.0,4.0,17.0,6.0,6.0,18.0,30.0,0.0
302.0,2.0,88.92,85.91,85.17,88.88,79.54,83.6,77.77,88.87,1.0,30.0,1.0,8.0,1.0,1.0,#NULL!,1990.0,6.0,8.0,4.0,3.0,19.0,7.0,13.0,0.0,0.0,1.0
303.0,2.0,56.3,47.89,51.82,64.29,53.23,57.76,57.65,51.44,1.0,15.0,2.0,8.0,5.0,6.0,1,1985.0,5.0,12.0,4.0,3.0,15.0,9.0,6.0,0.0,35.0,0.0
304.0,2.0,70.56,64.81,70.44,70.34,60.4,75.23,57.85,74.44,2.0,10.0,2.0,3.0,3.0,5.0,1,1987.0,6.0,10.0,4.0,3.0,25.0,17.0,18.0,20.0,0.0,0.0
305.0,2.0,71.11,77.8,66.69,74.5,77.76,77.77,77.77,74.44,2.0,33.0,1.0,7.0,3.0,5.0,1,1986.0,6.0,10.0,6.0,4.0,21.0,11.0,19.0,15.0,0.0,0.0
