品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
2,0.9887490346580952,1.0288962799716455,1.083070828674641,0.9092375819756222,1.0799211920263705,1.0408594156320126,1.0568572042698139,1.0519892638512596,2,29,2,6,2,3,0,39,3,16,6,4,34,13,16,14,0,1
2,0.9887490346580952,1.0288962799716455,1.083070828674641,0.9092375819756222,1.0799211920263705,1.0408594156320126,1.0568572042698139,1.0519892638512596,2,29,2,6,2,3,0,39,3,16,6,4,33,15,16,12,0,1
2,0.9887490346580952,1.0288962799716455,1.083070828674641,0.9092375819756222,1.0799211920263705,1.0408594156320126,1.0568572042698139,1.0519892638512596,2,28,1,5,3,4,1,40,4,17,5,5,32,18,18,4,0,1
2,0.9887490346580952,1.0288962799716455,1.083070828674641,0.9092375819756222,1.0799211920263705,1.0408594156320126,1.0568572042698139,1.0519892638512596,2,28,1,5,3,4,1,40,4,17,5,5,32,18,18,4,0,1
2,0.9887490346580952,1.0288962799716455,1.083070828674641,0.9092375819756222,1.0799211920263705,1.0408594156320126,1.0568572042698139,1.0519892638512596,2,29,2,6,2,3,0,37,4,14,6,4,33,14,17,13,0,1
2,0.9887490346580952,1.0288962799716455,1.083070828674641,0.9092375819756222,1.0799211920263705,1.0408594156320126,1.0568572042698139,1.0519892638512596,2,29,2,5,2,4,0,40,4,17,6,5,33,15,16,11,0,1
1,0.7644059405682934,1.211321158932531,0.8024473440175567,0.8764405551227155,0.5294428118640374,0.8301975806104175,0.636443298063874,1.331318876201896,2,10,1,7,4,4,1,34,6,8,5,3,21,11,15,6,0,1
2,0.9887490346580952,0.8850738906309552,1.083070828674641,0.9092375819756222,0.8656838862966165,1.0408594156320126,0.7516552063128955,1.0519892638512596,1,15,1,6,4,4,0,30,6,6,5,6,22,10,17,0,0,1
2,0.9887490346580952,0.7727636941672945,1.083070828674641,0.9092375819756222,0.6991225856543923,1.0408594156320126,0.5124307350366109,1.0519892638512596,1,10,1,5,3,2,0,30,6,4,4,4,20,11,18,0,0,1
2,0.9887490346580952,0.7567674051167793,1.083070828674641,0.9092375819756222,0.675426581399111,1.0408594156320126,0.4781131144388655,1.0519892638512596,1,10,1,5,3,2,0,30,6,4,4,4,20,11,18,0,0,1
2,0.9761382261856364,0.5222896338811737,1.4428376523365736,0.95521518817069,1.1710355942679291,1.0093494362437392,1.1212691698077486,0.7403236598457896,1,14,2,6,4,5,1,32,5,6,5,3,20,12,16,0,0,1
2,0.9356682761058872,0.7530537543185141,1.083070828674641,0.8176922276826248,0.665229614577885,0.818390785666517,0.5973003449284314,0.940421467775193,1,10,1,4,3,2,0,31,6,5,4,5,22,12,17,0,0,1
2,0.964819256631685,0.8012612839908271,1.0529645355181434,0.9057518090302158,0.6549950616924648,1.0184109291243182,0.4878691036885005,1.0814851681542925,1,10,1,5,3,2,0,30,6,4,4,4,20,11,18,1,0,1
2,0.9012931887645927,0.7239593566244384,0.6175404083660231,0.9092375819756222,1.005759828343312,0.42272824407369647,0.7238302599036041,0.9642964145460411,1,12,2,9,2,2,0,33,5,9,7,9,30,21,26,10,10,1
2,0.6335138680387294,0.6344635812469277,0.6175404083660231,0.9092375819756222,0.7795468351068228,0.8126564674848642,0.5529474529819776,0.6955207368715307,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,0.9458474492479925,0.7387932973269824,0.6175404083660231,0.9092375819756222,1.043529318956951,0.35721996672272593,0.7521061894250906,1.0089785776324127,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,0.6803032393805647,0.6501223447041221,0.6175404083660231,0.9092375819756222,0.818943668056754,0.7446128030082475,0.5829049060806425,0.742501610264112,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,0.797412117532849,0.6892926899139369,0.6175404083660231,0.9092375819756222,0.9178167372889711,0.5743333377120005,0.6577161812190455,0.8600664483821047,1,13,2,9,3,3,0,33,4,9,7,9,30,22,26,10,10,1
2,0.9882392647002142,0.7528844492245267,0.6175404083660231,0.9092375819756222,1.0794886502168635,0.2943791109157253,0.7789625172735618,1.0514782822563458,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,0.603886730234732,0.6245507147744628,0.6175404083660231,0.9092375819756222,0.7546397703248698,0.8557630236470211,0.5339628189934962,0.6657722859360136,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,0.8900527776285859,0.7202133712428808,0.6175404083660231,0.9092375819756222,0.996235469633723,0.43919330451359195,0.7166888048009902,0.9530215214022141,1,12,2,9,2,2,0,33,5,9,7,9,30,21,26,10,10,1
2,0.6287174830044783,0.6328585710691226,0.6175404083660231,0.9092375819756222,0.7755124079080425,0.8196338445483689,0.54987474057285,0.6907046694776207,2,15,3,9,3,3,0,35,4,11,7,9,30,24,25,10,10,1
2,0.7875054569430503,0.6859818873516235,0.6175404083660231,0.9092375819756222,0.9094403176840907,0.588748033508451,0.6513983212818575,0.8501233286947691,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.9683828586718325,0.7462870314739254,0.6175404083660231,0.9092375819756222,1.0626426427896274,0.32389097812508,0.7663887849523997,1.0315730780912065,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,0.7519843461448338,0.6741055713493158,0.6175404083660231,0.9092375819756222,0.8794233344146104,0.6404069198284478,0.6287280649606569,0.8144677738330122,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.9619189759201084,0.744138249331547,0.6175404083660231,0.9092375819756222,1.0571597060474003,0.333467128072799,0.7622934197246857,1.025092644186783,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,0.9336717124893589,0.7347418378339448,0.6175404083660231,0.9092375819756222,1.0332051093222614,0.3751669669026936,0.7443839614824407,0.9967693191308816,1,12,2,9,2,2,0,32,5,8,7,9,30,21,26,10,10,1
2,0.5988297499147718,0.6228590809511291,0.6175404083660231,0.9092375819756222,0.7503917777127386,0.8631225850124049,0.5307213604252207,0.6606947048942541,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,0.7135669856507266,0.6612537662665231,0.6175404083660231,0.9092375819756222,0.8469923800788564,0.6962554918095787,0.6041809423074096,0.7758994713874977,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,0.5967661900254361,0.6221688285945655,0.6175404083660231,0.9092375819756222,0.7486586261338496,0.866125892477949,0.529398567510335,0.6586227521094129,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,0.7489414369376568,0.6730878582923902,0.6175404083660231,0.9092375819756222,0.8768532644988627,0.6448309745021197,0.6267848175593987,0.8114131003465311,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.6222377968055017,0.6306903838697965,0.6175404083660231,0.9092375819756222,0.7700634000204063,0.829060679121409,0.545723181567379,0.6841984089420567,2,15,3,9,3,3,0,35,4,11,7,9,30,24,25,10,10,1
2,0.4989938009910602,0.5895068334107572,0.6175404083660231,0.9092375819756222,0.6667621465430225,1.0085078414113853,0.46668936491225443,0.5604720712929728,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,0.7870470974993851,0.6858286872632615,0.6175404083660231,0.9092375819756222,0.9090528081935783,0.5894148736613981,0.6511059564552745,0.8496632707728081,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.5156154205605716,0.5950515901736491,0.6175404083660231,0.9092375819756222,0.6806509436353513,0.9842941197630085,0.47735282838998977,0.5771540396626019,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,0.7607962715140874,0.6770524833640307,0.6175404083660231,0.9092375819756222,0.8868671883325099,0.6275944744862969,0.6343544395775279,0.8233135590167584,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.839269687384052,0.70327312696569,0.6175404083660231,0.9092375819756222,0.9532298849443468,0.5133689647703538,0.6843863214841394,0.9020723710959622,1,12,2,9,3,3,0,33,4,9,7,9,30,21,26,10,10,1
2,0.7494273439836263,0.6732503749391933,0.6175404083660231,0.9092375819756222,0.8772636515144641,0.6441245283513579,0.6270951375000926,0.8119008883862513,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.5238401875688865,0.5977967498744664,0.6175404083660231,0.9092375819756222,0.6875290582482256,0.9723132763657527,0.48262925749271524,0.5854094577066359,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,0.7824099148984784,0.6842786958130552,0.6175404083660231,0.9092375819756222,0.9051326564628513,0.5961608025528957,0.6481478738948926,0.8450088484859367,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.6872304436645452,0.6524406355070962,0.6175404083660231,0.9092375819756222,0.8247822304921181,0.7345416032661367,0.5873372287452392,0.7494569428271844,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,0.6436702579480891,0.6378623799061657,0.6175404083660231,0.9092375819756222,0.7880924269970444,0.7978832848600922,0.5594529286829418,0.7057188121127171,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,0.6929303331806647,0.6543481388249764,0.6175404083660231,0.9092375819756222,0.8295874086494522,0.7262551176161837,0.5909836574402368,0.7551799070920894,2,14,3,9,3,3,0,34,4,10,7,9,30,23,25,10,10,1
2,0.5610748693983517,0.6102346553513712,0.6175404083660231,0.9092375819756222,0.7187102073233643,0.9180845693344911,0.5065132901556155,0.6227880417215194,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,0.6400193789641884,0.6366406027796608,0.6175404083660231,0.9092375819756222,0.7850201657588133,0.803193517982555,0.5571145930085006,0.7020529494375469,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,0.8851755482415455,0.7185875575430932,0.6175404083660231,0.9092375819756222,0.9921034199003022,0.44633130737894716,0.7135891528279772,0.9481290642109869,1,12,2,9,2,2,0,33,5,9,7,9,30,21,26,10,10,1
2,0.9830828876831741,0.7511717137438125,0.6175404083660231,0.9092375819756222,1.075113602649946,0.3020576354569468,0.7756983227866381,1.046309532820726,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,0.7875459266660673,0.6859954137090323,0.6175404083660231,0.9092375819756222,0.9094745320949875,0.5886891561084465,0.6514241347004018,0.8501639483322471,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.7869147975383323,0.6857844676279392,0.6175404083660231,0.9092375819756222,0.9089409590388406,0.589607347600488,0.6510215680123316,0.8495304803786976,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.6614711327491983,0.6438197436244979,0.6175404083660231,0.9092375819756222,0.8030784668514908,0.7719951945432801,0.5708513875766388,0.7235926554737157,2,14,3,9,3,3,0,35,4,11,7,9,30,23,25,10,10,1
2,0.9438422412188491,0.7381261924380732,0.6175404083660231,0.9092375819756222,1.0418289081214342,0.36017831539929046,0.7508346853154628,1.0069679248921335,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,0.5202966287824592,0.5966139121584438,0.6175404083660231,0.9092375819756222,0.6845652481149521,0.9774750306445678,0.48035597700542815,0.5818526341427498,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,0.5697384019226588,0.6131306188458989,0.6175404083660231,0.9092375819756222,0.7259746670379627,0.905470126172644,0.5120693263652033,0.6314860053105305,2,15,3,9,4,4,0,35,3,11,7,9,30,24,25,10,10,1
2,0.5027356920815075,0.5907547080188729,0.6175404083660231,0.9092375819756222,0.6698874591218561,1.0030566968234997,0.4690899449920884,0.5642273474838501,2,16,3,9,4,4,0,36,3,12,7,9,30,25,25,10,10,1
2,0.7597755916021759,0.6767111657392486,0.6175404083660231,0.9092375819756222,0.8860048796591414,0.6290786069143842,0.6337028208174987,0.8222889733693164,1,13,2,9,3,3,0,34,4,10,7,9,30,22,26,10,10,1
2,0.15452379168272706,0.2806797255213601,0.664488517232148,-0.07420902144012605,-0.4178661471364702,0.33171466470155464,0.3461193538118693,-0.42608927532564544,1,10,1,8,2,4,0,31,5,7,5,8,38,16,19,0,0,1
1,-0.06488695483435376,0.8823710114944001,1.083070828674641,0.4465602610445459,0.12824974470451198,0.9907741972540345,0.4707309127867911,-0.4213099257563649,1,16,1,11,5,6,1,33,5,10,3,6,40,18,20,0,0,1
2,0.3574067174651921,0.0733783394172598,0.3965370021462654,-0.05308011824653851,-0.4178661471364702,0.3108866023836803,0.258958614749899,-0.13401046555161622,2,13,1,9,3,5,1,31,6,6,4,7,37,14,18,0,0,1
2,-0.10719327040580086,0.5487148327779385,1.083070828674641,-0.09078971172713421,-0.24905898694789644,0.36367801670174693,0.5102167831302388,-0.7742594281616885,1,6,1,6,2,3,0,31,5,8,7,9,39,20,19,0,0,1
2,-0.13556593263581063,0.7199028872554301,1.083070828674641,0.1685438616349055,-0.19683544568430067,0.6529177261472273,0.4747892364139928,-0.6392062626677797,1,11,1,8,3,4,0,32,5,9,5,8,40,19,20,0,0,1
2,-0.17400263280101202,0.5645068280428525,1.0580567543582833,-0.1036381853326868,-0.4178661471364702,0.36179996079067034,0.47050763570168214,-0.7897613685802795,1,6,1,6,2,3,0,31,5,8,7,9,40,20,20,0,0,1
2,0.33242562637703843,0.38892090250157035,1.083070828674641,-0.014727861353017237,0.6948917910165584,0.36367801670174693,0.6619570504898326,-0.5922712700285255,2,7,2,7,5,5,1,31,6,7,7,9,33,20,17,0,0,1
1,-0.06548536657086007,0.582105845365323,0.5935094843532187,-0.5702342550060745,-0.40445853109724333,0.14741917551164901,-0.21880777348341765,-0.5545347029395832,1,9,2,4,3,4,1,31,5,7,6,6,40,21,24,0,0,1
1,0.06954897608458305,0.582105845365323,0.1616344503907287,-0.9126714526254123,-0.39256113558885997,-0.07560677684652417,-0.7096907045192111,-0.3035926035164224,1,11,2,3,4,5,2,31,5,6,6,4,40,22,28,0,0,1
2,0.510402515572308,0.3158446381435129,1.083070828674641,0.027289394772156212,1.1051828887772428,0.36367801670174693,0.7304637197792871,-0.5054598703573588,2,8,2,8,6,6,2,31,6,7,7,9,31,20,15,0,0,1
2,-0.1815629045299214,0.6076860588088023,1.083070828674641,-0.05747199380584396,-0.3788815954907375,0.4178950314586958,0.47760015622942353,-0.779860852852119,1,7,1,6,2,3,0,31,5,8,7,9,40,20,20,0,0,1
2,0.9428722528282159,0.39284917584644385,0.6175404083660231,1.341785287317956,0.9504376739385678,-0.35953718711825594,1.0262970922000316,0.5919288768250798,2,14,2,8,5,6,1,34,5,10,6,6,29,15,26,1,1,1
2,0.9862632837398865,0.7335739146311264,0.6175404083660231,0.9324296993994017,1.0728826196393464,0.25966928056645766,0.792617047223736,1.0269625351491545,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,10,10,1
2,0.8249975745047027,0.5851953810134101,0.8867088749313302,0.8627794360903271,0.7678822918269577,-0.2089456717394615,1.0561888565127366,0.5381878526489082,1,11,1,5,4,5,0,34,5,9,5,8,30,15,20,0,0,1
2,0.9855501428252086,0.7279865161203883,0.6175404083660231,0.9390872899808853,1.070863819230784,0.24987225915197545,0.7964426010109912,1.0197865983468777,1,11,2,9,2,2,0,32,5,8,7,9,30,20,26,9,9,1
2,0.9835664573802005,0.7124469118323504,0.6175404083660231,0.9576158831954802,1.065249469066422,0.22246432747452646,0.807085712922816,0.9998348954968526,1,11,2,9,2,2,0,32,5,8,7,9,30,19,26,9,9,1
2,0.9154948381271,0.3965911690223337,0.669884372472307,1.2881311298209739,0.9025438875872274,-0.38310593081119143,1.0554404591567716,0.5381878526489082,2,13,2,7,5,6,1,34,5,10,6,6,29,14,25,0,0,1
2,0.953571967418091,0.47730732486935756,0.6175404083660231,1.2399179232852582,0.9805608013791783,-0.225655155472713,0.9684664464472927,0.6991818397600905,2,13,2,8,4,5,1,33,5,9,6,7,29,16,26,3,3,1
2,0.7444239699549311,0.7529913431941945,1.0829973232444288,0.48672024949172166,0.6482754039806864,-0.03026959043069691,1.0568569560765917,0.5381878526489082,1,8,1,2,4,4,0,34,5,8,4,9,30,15,15,0,0,1
2,0.8670072909957268,0.4977846969818991,0.7856424904285961,1.059344305030162,0.8303379047734231,-0.2919728800260642,1.0558411340635132,0.5381878526489082,2,12,2,6,5,5,1,34,5,9,5,7,29,14,22,0,0,1
2,0.9234538007828238,0.3799164167572226,0.6509587984581231,1.3259319012727449,0.9144101803483758,-0.39766340413010853,1.0553747661237995,0.5381878526489082,2,14,2,8,5,6,1,34,5,10,6,6,29,14,25,0,0,1
2,0.9186156282832888,0.3900557443687566,0.6624612609408391,1.3029441966180635,0.9071962800623607,-0.3888265612271635,1.0554146975909258,0.5381878526489082,2,13,2,7,5,6,1,34,5,10,6,6,29,14,25,0,0,1
2,0.8586990006391803,0.5150813783674396,0.8055684812166038,1.0203689534604374,0.8179790769365248,-0.2758880164739581,1.0559098636635982,0.5381878526489082,2,12,2,6,5,5,1,34,5,9,5,7,29,14,22,0,0,1
2,0.948566250157334,0.43786874195853126,0.6175404083660231,1.2874902080793504,0.9664626879947553,-0.2895323162662157,0.9955017990079905,0.6490380020594866,2,13,2,8,4,5,1,34,5,10,6,7,29,15,26,2,2,1
2,0.7602459200031604,0.7199897569932858,1.0441783633670738,0.5608240254003016,0.671750398971896,-0.06906843040581216,1.056725665137022,0.5381878526489082,1,8,1,2,4,4,0,34,5,8,4,9,30,15,16,0,0,1
2,0.14838398857561252,0.3903914967559049,0.1706492153211284,0.4548684295221736,0.2811644910381059,0.028446269457559882,0.8964082621102,0.3261256013448958,2,35,1,4,3,5,1,37,5,13,5,2,38,21,28,0,0,1
2,0.1419700040292726,0.3093720983826706,0.1706492153211284,0.4478690222923747,0.1979189876325426,-0.1318580618538149,0.8611634083416869,0.27851115823959294,2,35,1,4,3,5,1,37,5,13,5,2,38,21,28,0,0,1
2,0.16924381276580375,0.6525000516226797,0.1706492153211284,0.47778015849321614,0.5468688394174023,0.4831954265822735,1.0121959932101863,0.479722871614089,2,34,1,5,4,5,2,37,6,11,6,2,38,22,30,0,0,1
2,0.15618847770122388,0.4884559120540825,0.1706492153211284,0.4634151681927657,0.3809801215487993,0.20810386723995294,0.9395216958751406,0.3837413182649087,2,35,1,4,4,5,2,37,5,12,5,2,38,21,29,0,0,1
2,0.16023896532696758,0.19236483220421882,0.1706492153211284,0.5080283474407952,0.03181433576459992,-0.2662374073270423,0.7273576978436466,0.22673221473984423,2,36,1,4,3,5,1,37,4,14,4,2,38,20,27,0,0,1
2,0.1679544867206873,0.6362648124464548,0.1706492153211284,0.47635790082199087,0.5304866500382981,0.45643071534811186,1.0049880714247208,0.47025453422485447,2,34,1,5,4,5,2,37,6,12,6,2,38,22,29,0,0,1
2,0.1762401496795714,0.7408246779989817,0.1706492153211284,0.485510849962255,0.6359111572275713,0.6279805708262184,1.0514255510900274,0.5310945064119772,2,34,1,5,4,5,2,37,6,11,6,2,38,22,30,0,0,1
2,0.2175414647669689,0.4049814181285832,0.1706492153211284,0.12275777033673242,0.4165025759204052,0.27241546100040426,0.5940139822815077,0.3965545974451596,2,35,1,10,4,5,2,36,5,15,3,2,39,23,26,0,0,1
2,0.20897275736622398,0.3050205355504268,0.1706492153211284,0.6217525888305281,0.09682454110972653,0.015601959149140712,0.6497229049813265,0.31654730162097405,2,36,1,6,3,5,1,37,5,14,5,3,39,20,26,0,0,1
2,0.15972041789619904,0.22079004582084685,0.1706492153211284,0.32411296924836086,0.15119614407975787,-0.20407393800787418,0.7132567661353787,0.24931933529466382,2,36,1,6,3,5,1,37,4,14,4,2,38,21,27,0,0,1
1,0.2492817232084276,0.3978186839541827,0.1706492153211284,0.7171900277587041,0.14805157870814162,0.2551295655462105,0.5843570916642175,0.3908200560869162,2,35,2,7,3,5,1,36,5,13,5,3,39,20,26,0,0,1
2,0.7958787995742532,0.028127538975575572,0.5402654145055138,-0.06451440791524522,0.24990384196450918,-0.0800805783762141,0.33614284698052305,-0.10972755033177067,2,31,1,9,4,5,1,32,5,7,5,3,30,16,11,0,5,1
2,0.7201728325175923,0.16803060144436907,0.9274296141903876,-0.1054421033628693,0.2210727978430118,-0.06414973437257064,0.16814613360546043,-0.27923741941738905,2,30,1,7,5,6,1,31,6,7,5,2,29,13,10,0,9,1
1,0.41183420495487255,0.16803060144436907,0.7651226305432921,-0.1054421033628693,0.44563594100136394,-0.04680107570984549,0.1771561162177094,-0.09701369932554664,2,31,1,6,5,6,1,32,5,7,5,2,28,13,11,0,4,1
2,0.8271465496943268,0.043810383672601885,0.8136659089258581,-0.08559675479057638,0.2551424063564333,0.04347093863215811,0.06878542579955586,-0.2975830149737068,2,31,1,7,5,6,1,32,6,7,4,4,29,13,10,0,9,1
2,0.6923014814058295,-0.06213185288119198,0.6199994273463735,-0.07075855033465406,0.4343562124609063,0.12370212309715636,-0.009853667688462832,-0.19044634306119543,2,31,1,7,5,6,1,32,6,7,3,6,29,15,11,0,6,1
2,0.7441824200317514,0.241781214949511,0.31306866115155263,0.3563046532974359,0.5762787704897431,0.5798665816327153,0.4085179914173064,0.39435467600954854,2,32,2,6,2,3,0,33,4,8,4,6,22,11,14,0,8,1
1,0.33167044702801385,0.16803060144436907,0.7237043358699172,-0.1054421033628693,0.5024555820064247,-0.042231683405531184,0.1794629495989755,-0.04395582214716758,2,31,1,6,5,6,1,32,5,8,6,2,28,14,11,0,3,1
2,0.983043088196446,0.16803060144436907,1.067143929570018,-0.1054421033628693,0.010862156578820933,-0.07847863381869917,0.16044250177741917,-0.4196241242887467,2,30,1,7,5,6,1,31,6,6,4,2,30,12,10,0,13,1
2,0.8836760197364641,0.20367080917567904,0.7111725171473705,0.13304028435366852,0.2826303042337483,0.2592575196709366,0.2809533918726281,-0.06463212701399154,2,31,1,7,4,5,1,32,5,7,4,4,26,12,12,0,11,1
2,0.9295365640450444,0.16803060144436907,1.038686657781171,-0.1054421033628693,0.05841838937352833,-0.0756008863608307,0.16200704672997004,-0.3919320915293405,2,30,1,7,5,6,1,31,6,6,4,2,30,12,10,0,12,1
2,0.6027192708633529,0.16803060144436907,0.8652466819181284,-0.1054421033628693,0.3077789854716511,-0.05760019071972333,0.1715913977693547,-0.21256917892137137,2,30,1,7,5,6,1,31,6,7,5,2,29,13,10,0,7,1
2,0.2966504585539358,0.582105845365323,0.36053518708810406,0.11161593204628213,0.8407850323612331,0.5538148171786496,0.34609816115481823,0.5381878526489082,2,34,1,14,4,5,2,35,5,13,2,2,37,23,22,0,0,1
2,0.1825250261695374,0.7437201647737411,0.1706492153211284,0.4570337218139533,0.649414009126657,0.650233582669754,1.0250448655220015,0.5381878526489082,2,34,1,6,4,5,2,37,6,11,6,2,38,22,30,0,0,1
2,0.2432257716579651,0.5403225732001035,0.1706492153211284,0.2462208483627728,0.6630913242277136,0.6898493324237485,0.378773352563769,0.5381878526489082,2,35,1,15,4,5,2,36,5,14,2,4,38,24,25,0,0,1
2,0.2537355263517478,0.554976345044625,0.1706492153211284,0.13307355646696972,0.665487396569224,0.6898493324237485,0.41320256550225243,0.5381878526489082,2,35,1,15,4,5,2,36,5,14,2,3,39,24,25,0,0,1
2,0.2574546578950287,-0.35512739617341044,0.1706492153211284,-0.11833475516905582,0.5619190837414799,0.4249270713678087,0.07999264884166482,0.7287703615599267,2,33,1,9,5,6,2,34,6,9,5,3,30,18,12,0,0,1
2,0.361016437276037,-0.28832287622880226,0.1706492153211284,-0.09760852583187808,0.523350773043498,0.30456943938280295,0.1820150798042995,0.5846655635576697,2,32,1,10,4,5,1,33,5,8,6,3,30,18,11,0,0,1
1,0.09605578084215673,0.011906951666215361,0.5255040830203211,-0.11774986815151911,0.648231035787069,0.14357470363799818,0.11685773808164522,0.31253831921135644,2,31,1,6,5,6,1,32,5,8,6,2,28,15,11,0,0,1
2,0.25189515874990936,-0.3586044462893313,0.1706492153211284,-0.11942056537114588,0.5639645440315006,0.43125781805078883,0.0743128470929601,0.7364092538067905,2,33,1,9,5,6,2,34,6,9,5,3,30,18,12,0,0,1
2,0.0625141585257796,-0.21263449617143873,0.3897796291834376,-0.13557529887583478,0.648231035787069,0.3605218622775675,0.004419214427376067,0.6006601771020438,2,32,1,7,6,6,2,33,6,9,5,3,29,16,12,0,0,1
2,0.6460688841236563,-0.08237564282279455,0.1706492153211284,-0.035577540127407804,0.41475026550853406,-0.0759281939575377,0.44955695876458646,0.16997186125901767,2,32,1,11,3,5,1,33,5,8,6,3,30,18,11,0,0,1
2,0.37210271940207934,-0.26000445162081465,0.1706492153211284,-0.03837311052628597,0.8374504276002614,0.30358555598064474,-0.16509560114612484,0.13197460291933624,2,32,1,7,5,6,1,33,6,8,3,9,28,17,11,0,0,1
2,0.03322208861535213,-0.48227825453319784,0.1706492153211284,-0.15557200309083066,0.6605054459177078,0.6649671834019485,-0.16658391476809695,0.9927083158581608,2,33,1,8,6,6,2,34,6,9,5,3,30,18,12,0,0,1
1,0.09871794680059823,0.03312177737665218,0.5364826071988811,-0.11629044856751498,0.648231035787069,0.1251126618388662,0.12519286131086257,0.28870578761822946,2,31,1,6,5,6,1,32,5,8,6,2,28,15,11,0,0,1
1,0.08792008155251937,-0.05426410411971207,0.49213098993291104,-0.12217110663249313,0.648231035787069,0.19851538337927158,0.09115338244103499,0.38433070074649156,2,32,1,7,5,6,1,33,5,8,6,2,28,15,11,0,0,1
2,0.05836628997188972,-0.4708437693595048,0.1706492153211284,-0.15484398259908816,0.6319392880185906,0.6400598947457791,-0.12582040482031626,0.9907673940314682,2,33,1,8,6,6,2,34,6,9,5,3,30,18,12,0,0,1
2,0.5906752390067895,-0.12571349466677154,0.1706492153211284,-0.048331229333951946,0.43600707929705196,0.00831284101833359,0.3982996608205944,0.2537038603884052,2,32,1,11,3,5,1,33,5,8,6,3,30,18,11,0,0,1
2,0.14961310496519828,-0.4203541905201702,0.1706492153211284,-0.1388192675181215,0.6008984097988103,0.545002475638874,-0.041834526515748975,0.8744444797869316,2,33,1,9,5,6,2,34,6,9,5,3,30,18,12,0,0,1
2,0.478059294081048,-0.20820733640106068,0.1706492153211284,-0.07310324879534655,0.47904270423416895,0.16212868525847646,0.29320405650685494,0.4182330410686467,2,32,1,10,4,5,1,33,5,8,6,3,30,18,11,0,0,1
2,0.345145255037321,0.3368034272155461,0.4802849417649542,0.2541815508722152,1.0057060423474744,0.3420127402632236,0.0631316787161823,0.4078718832808623,2,32,1,10,5,6,2,33,6,9,3,5,31,20,15,0,0,1
2,0.38471070427078097,-0.25123731505469765,0.1706492153211284,-0.034842998724108516,0.8359355198733163,0.2887110504271981,-0.15658616184479657,0.10741396907389178,2,32,1,7,5,6,1,33,6,8,3,9,28,17,11,0,0,1
2,0.12842187847713585,-0.426602315338497,0.1706492153211284,-0.12659799648804687,0.7066171260639246,0.5714367346598697,-0.16619539563223343,0.7710791393098191,2,33,1,8,6,6,2,34,6,9,4,5,29,18,12,0,0,1
2,0.5400526796220858,-0.1540695271439744,0.1706492153211284,-0.034842998724108516,0.5884125139285378,0.08750624887507134,0.21797525122014164,0.1415132138036169,2,32,1,9,4,5,1,33,5,8,5,5,29,18,11,0,0,1
2,0.6029917256872813,-0.11206789495065533,0.1706492153211284,-0.034842998724108516,0.4877494326346999,-0.01138970168495193,0.3543023170471317,0.15518074336978402,2,32,1,10,3,5,1,33,5,8,5,4,30,18,11,0,0,1
2,0.25743822205579386,-0.06802390613048899,0.38720107077944216,-0.06980243096632158,0.749090231264627,0.15063256291378407,0.0029219095252735736,0.10653735692238767,2,32,1,7,5,6,1,33,6,8,4,6,28,16,11,0,0,1
