目标客户编号,品牌类型,a1,a2,a3,a4,a5,a6,a7,a8,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,购买意愿
627,1,0.08186261261367012,0.5240973663675068,0.9022506809257992,0.7535158022137463,0.5791282670319288,0.8925266950454905,1.6848416935094765,1.2241926982032445,1,6,2,5,3,5,1.0,31,6,6,3,3,10.0,3,4,20,25,0
628,1,-0.006014941594601728,-0.5952583176315754,0.5219102128888318,0.33401189302105894,0.02067533194131377,-0.6478461889136202,-1.420574233384718,0.3981118218002871,1,5,2,2,3,5,1.0,29,6,5,4,7,10.0,5,3,20,30,0
629,1,-1.1495628230716146,0.9620831164436344,-1.7054672641306756,-1.2083911216671863,-0.8402826227096605,-1.1747847349894047,1.2093029188266287,-0.10773144900326735,2,32,2,12,4,5,2.0,33,5,10,3,4,25.0,15,20,10,0,0
631,1,2.390494773179869,2.3647814654982118,2.326226100467026,2.3523192929048515,2.5175010166526772,2.362789137083292,2.41375601890357,2.3599814450951264,2,35,1,12,3,5,1.0,40,7,14,1,6,19.0,9,6,20,25,0
632,1,2.390494773179869,2.3647814654982118,2.326226100467026,2.3523192929048515,2.5175010166526772,2.362789137083292,2.41375601890357,2.3599814450951264,2,25,1,12,3,5,1.0,40,7,14,1,6,18.0,11,5,20,25,0
659,1,0.42499651546919615,0.6032508973976025,0.9022506809257992,-0.15653861133145705,0.7351999550169478,0.6196641724370361,0.7165785164560138,0.44479818103454044,2,32,1,10,5,6,1.0,34,6,8,4,4,15.0,11,7,0,0,0
662,1,-0.332504604663534,-0.38934822786838325,-0.2808267984439517,-1.3937484097669086,-1.2307758482170104,-1.1572078444994258,-1.209144648305489,-1.196951499592048,1,30,1,10,3,5,1.0,31,6,7,3,7,20.0,10,7,18,33,0
664,1,1.3721037700100702,0.9854111480754747,1.6489428889764484,1.5229344491769798,1.2696091624616548,0.6196641724370361,0.974004154657896,1.2688126855946709,1,9,1,5,3,5,1.0,32,6,9,4,7,29.0,17,14,25,0,0
667,1,-2.1822533459239755,-2.2107377922710842,-2.304242777462855,-2.1228606825629988,-2.4250693912698527,-2.2387351655231265,-1.9457967504348914,-1.9629164488134285,2,28,2,5,3,5,1.0,30,6,6,5,5,30.0,11,10,20,28,0
668,1,-0.5340678635146657,-0.6716428223017881,-0.9366511045170197,-0.6048056179299874,-0.6757939265587742,-0.699268852162473,-0.3667742366204601,-1.196951499592048,2,10,2,6,3,5,1.0,47,6,22,6,2,35.0,22,19,20,0,0
670,1,-0.8720664953510531,0.9440061701396246,0.13970342250042317,1.1155591414704282,0.7351999550169478,-0.07970136948169941,1.2026645611263997,1.187597787991265,2,10,2,8,3,5,1.0,36,6,10,2,4,50.0,10,30,0,0,0
671,1,-0.6488493374135911,0.4244788609345518,-0.9366511045170197,-0.2072908509726116,-1.481493521057879,-0.3920880598697322,-0.607656734095589,-0.5023782351800946,2,42,2,6,6,6,2.0,45,6,21,6,2,40.0,20,19,10,30,0
672,1,1.0400367231468641,0.9854111480754747,0.13970342250042317,0.7063520597970705,0.9310230979087157,0.3154962722349235,0.4608451365945331,0.838041529197308,1,12,2,8,3,5,1.0,34,6,10,5,4,10.0,6,7,25,15,0
673,1,-0.6906952280266531,-0.32671403481872985,0.13970342250042317,0.277959299290185,-0.68151204605134,-1.1290636831184093,-0.12260972310122324,-0.46003120410375115,2,20,3,10,3,5,1.0,34,6,10,4,6,19.0,10,7,20,30,0
674,1,-0.2180740282075044,-0.7392473499852226,-0.2808267984439517,-0.09688479654071289,-0.03306561412323967,-0.9345879306730112,0.19897828121142944,-0.5023782351800946,1,15,2,7,3,5,1.0,32,6,7,3,7,20.0,10,15,25,13,0
675,1,2.390494773179869,1.2175419684785787,1.6638157217738319,1.9854739749351888,1.2448690187628835,2.0344669073870962,1.9131679001906696,1.6178141988801746,1,13,1,5,3,5,1.0,33,6,8,3,3,30.0,20,26,10,0,1
676,1,0.8333711403166674,0.842921260245631,0.9022506809257992,0.8063226442698409,0.7351999550169478,0.8925266950454905,0.7233404082108914,0.838041529197308,1,10,1,8,4,6,1.0,33,6,10,6,7,30.0,15,10,40,15,0
678,1,-0.08572568682286806,-0.5324666350973596,0.13970342250042317,-0.6048056179299874,-0.3743542459422936,-0.07970136948169941,-1.0161615099030905,-1.1330932152892035,2,20,1,12,5,6,2.0,41,5,17,5,1,30.0,25,20,0,0,0
680,1,-0.8005670916310554,0.7970713347728609,-0.627776188858202,-0.09688479654071289,0.3787017432356712,0.6196641724370361,0.9527785969591576,-0.0033276173512825475,2,30,2,5,3,2,1.0,32,5,8,4,3,50.0,10,25,10,25,0
681,1,0.33729472170192865,0.9854111480754747,0.13970342250042317,1.1155591414704282,0.37179970838765247,1.1839910135617733,0.4608451365945331,0.3981118218002871,2,35,2,10,3,5,1.0,37,6,13,4,8,15.0,9,13,0,0,0
682,1,0.7495142002307271,0.6452622058940848,0.13970342250042317,0.7063520597970705,-0.007911314311577928,0.5614790908060036,-0.09931290274365544,0.44479818103454044,2,5,2,10,4,5,2.0,36,5,12,4,1,20.0,8,7,20,30,0
684,1,0.33729472170192865,0.7106996594055415,1.281258685178796,0.33401189302105894,0.5192526897895829,0.5614790908060036,0.4815605688049265,0.10443796004773508,2,45,1,25,4,5,2.0,46,5,25,3,4,30.0,20,10,30,16,0
685,1,0.17876869808892612,-0.9046371677287447,0.536740900014047,-0.15017922731842723,-0.3916702004937041,-0.3920880598697322,0.462215181192651,-0.5023782351800946,2,31,1,7,5,6,1.0,32,6,9,4,2,35.0,13,15,15,30,0
686,1,0.24963969537914388,0.11966845933187678,0.9168676754493987,1.1155591414704282,0.1898049565544773,0.8574880490644123,-0.3467368349933931,-0.14943576114662865,2,36,2,6,3,5,1.0,38,6,14,3,4,33.0,13,10,15,30,0
687,1,0.4015991809260794,0.3086006338590184,0.536740900014047,-0.09688479654071289,-0.6970542303648509,0.6196641724370361,-0.607656734095589,-0.05388312087291695,2,35,3,10,4,5,2.0,35,6,12,4,6,15.0,10,10,15,5,0
688,1,0.42499651546919615,0.5989078790694186,1.281258685178796,-0.2072908509726116,0.7485235910447761,-0.12096111446663933,0.4608451365945331,0.3595215148245922,2,39,1,1,5,6,1.0,40,5,15,3,3,30.0,11,10,15,31,0
689,1,1.6610121978770152,1.7162070231013282,1.6638157217738319,1.575392546383467,1.4408338347272618,1.7996035940958772,1.4148227003489877,1.9236426622764105,2,10,1,2,3,5,1.0,33,6,10,3,5,30.0,11,12,15,30,0
691,1,0.2285681548731297,0.4357314149806872,-0.9366511045170197,0.277959299290185,0.5974585239574847,0.8925266950454905,0.7233404082108914,0.44479818103454044,1,10,1,10,3,5,1.0,36,6,10,3,2,20.0,8,18,30,3,0
692,1,-0.393048648481888,-0.3985181725449972,0.13970342250042317,0.277959299290185,-0.007911314311577928,-0.07970136948169941,-0.5941619691573675,0.3981118218002871,2,28,1,5,3,5,1.0,30,6,7,4,4,25.0,12,18,20,10,0
693,1,1.2476414971358407,1.0711443109751981,0.13970342250042317,0.277959299290185,0.37179970838765247,0.3154962722349235,0.19148454239144433,1.187597787991265,2,30,2,7,4,5,2.0,32,6,6,3,4,23.0,17,8,0,0,0
696,1,-1.073738342085395,-1.0530664036089488,-0.9366511045170197,-0.6520757896272974,-0.5496632010757968,-0.9049274103724998,-0.5941619691573675,-0.7768877015927913,3,3,1,3,3,5,1.0,38,5,12,3,2,100.0,95,80,14,10,0
697,1,1.7716388670648249,-0.536391726194921,0.9022506809257992,0.7063520597970705,-0.007911314311577928,-0.07970136948169941,0.9540938992205807,1.187597787991265,2,15,2,12,5,6,1.0,34,6,9,3,4,44.0,16,20,10,20,0
700,1,-0.6472110694516106,-0.707882490178483,-1.2076758477774958,0.33401189302105894,-1.369368620523208,-0.6478461889136202,-1.6021841316337855,-1.4868641240383786,2,12,2,2,3,5,1.0,37,5,13,4,4,18.0,10,13,20,5,0
701,1,0.1065226488891188,1.0255150946543865,0.536740900014047,-0.15653861133145705,0.717020489000627,-0.667765078871905,-0.7769801322839577,-0.5779611700639764,2,36,2,5,3,5,1.0,38,6,14,6,4,20.0,12,13,20,0,0
702,1,1.123122992762407,0.06520263368100088,0.13970342250042317,1.1155591414704282,1.609936714618608,1.1839910135617733,0.9673294692186638,-0.05388312087291695,1,5,3,10,3,5,1.0,36,6,12,4,1,25.0,15,8,0,17,0
703,1,-0.12849147354516569,-0.40263726696486085,-0.2808267984439517,0.22720389918898612,-0.40066109651570325,0.6196641724370361,0.46642995248634356,0.44479818103454044,1,10,2,5,3,5,1.0,31,6,6,5,3,20.0,13,7,20,30,0
704,1,0.16053133662386299,0.6452622058940848,0.13970342250042317,0.22720389918898612,0.3787017432356712,0.27784483378000585,0.4608451365945331,0.838041529197308,2,33,1,12,3,5,1.0,34,6,13,7,9,35.0,30,30,14,12,0
705,1,-0.2180740282075044,0.3461230425809062,-0.29524303144692593,-0.5621208054802014,-1.2284905371816337,0.9494565524025962,0.9686440898636701,0.7560798417105585,1,10,2,8,4,5,2.0,37,4,14,4,4,35.0,30,15,40,5,0
706,1,0.8477473142400588,1.2132753032826056,2.0370746691693506,1.4762409112002697,1.9722433459748758,1.5089902243263522,0.7004976594075374,0.7560798417105585,2,38,1,15,3,5,1.0,39,4,15,3,2,30.0,12,11,15,33,0
707,1,0.6847540462650608,1.0711443109751981,1.281258685178796,0.6532331899104784,1.0741517068744555,1.1839910135617733,1.2026645611263997,1.187597787991265,2,9,2,8,3,5,1.0,32,6,9,7,9,60.0,50,40,10,10,0
709,1,-0.6093460022773941,-0.01433082244841737,-0.29524303144692593,0.22720389918898612,-0.04162333089220653,0.27784483378000585,-0.10087008056694087,-0.4248259360240788,1,20,1,15,3,5,1.0,41,6,18,4,1,50.0,20,40,0,0,0
711,1,0.20175266614931245,0.7150091220961693,-0.29524303144692593,-0.2072908509726116,0.0445531933195209,-0.07970136948169941,-0.36809180682695364,-0.05388312087291695,1,10,1,15,3,5,1.0,39,6,15,1,7,16.0,10,4,20,30,0
712,1,0.42499651546919615,0.1415845047345776,0.9022506809257992,-0.2072908509726116,0.16980515097472076,0.21552849393778906,0.19000544450105367,1.187597787991265,1,5,2,3,3,5,1.0,32,6,8,2,4,19.0,12,5,30,25,0
713,1,-0.45519985245052064,-0.4941555114194779,-1.4669149231381904,-0.2072908509726116,-0.3916702004937041,-0.3920880598697322,-0.5891757148995398,-0.10773144900326735,2,40,5,15,4,6,1.0,41,6,17,2,3,19.0,10,15,0,7,0
714,1,-0.708987288122572,0.5240973663675068,1.281258685178796,0.7063520597970705,-0.007911314311577928,0.27784483378000585,1.2026645611263997,1.187597787991265,2,10,1,1,4,5,2.0,30,6,5,4,4,21.0,12,15,22,0,0
715,1,-0.6093460022773941,0.003703101410685995,-0.29524303144692593,0.22720389918898612,-0.007911314311577928,0.6196641724370361,0.19148454239144433,0.3595215148245922,1,10,1,10,3,5,1.0,31,7,6,4,4,28.0,22,20,10,0,0
717,1,-0.5340678635146657,-0.4941555114194779,-0.29524303144692593,-0.5621208054802014,-0.5556212505213315,-0.6478461889136202,-0.801408732775628,-0.5023782351800946,1,10,1,8,3,5,1.0,31,5,6,4,2,30.0,20,26,0,0,0
718,1,0.33729472170192865,0.6452622058940848,1.281258685178796,0.7535158022137463,0.5791282670319288,0.9494565524025962,0.9460988588979166,0.7930492729584331,2,20,1,8,5,6,1.0,29,6,6,5,6,33.0,8,10,30,20,0
719,1,-1.2103722878004113,0.36826799157654194,-0.9482560760236891,-0.5621208054802014,-0.8659291577379422,-0.699268852162473,-1.7674101230626016,-0.7449747431997326,1,4,2,3,3,5,1.0,28,6,1,5,8,30.0,9,10,20,20,0
721,1,-1.4172660925811944,-0.9011149231565037,-0.9366511045170197,-1.2844226537110006,-0.8605197031599902,-0.6478461889136202,-0.607656734095589,-1.1330932152892035,1,8,1,5,5,6,1.0,33,5,8,4,2,45.0,21,25,25,10,0
722,1,-0.2670883628266811,-0.12012626373214495,-0.29524303144692593,-0.5621208054802014,-0.2506341686524381,-0.6478461889136202,-0.3734574658053998,-0.5023782351800946,2,20,2,13,3,5,1.0,39,5,15,4,4,10.0,6,7,18,5,0
723,1,-0.8705233865460423,-0.707882490178483,-0.9366511045170197,-0.2072908509726116,-0.8605197031599902,-0.42640286240458525,-1.5865868412573012,-1.1330932152892035,2,37,2,14,3,5,1.0,38,3,17,4,4,18.0,7,6,20,33,0
725,1,-1.1277512227328843,-1.721589527542687,-0.6403047817915861,-0.961880650748461,-1.2284905371816337,-1.1467542303997214,-1.7872494195348059,-1.651273368814312,1,3,2,8,3,5,1.0,36,6,13,4,7,17.0,11,10,0,0,0
727,1,-0.006014941594601728,-0.8088948724526375,-0.29524303144692593,-0.961880650748461,-0.797107780064897,-0.6478461889136202,0.21375452846671794,-0.5023782351800946,2,15,2,9,5,6,1.0,34,6,11,4,7,18.0,7,11,0,25,0
728,1,0.05638307597700389,-0.4941555114194779,-0.2808267984439517,-0.5621208054802014,-0.03306561412323967,-0.6478461889136202,-0.5891757148995398,-0.5023782351800946,2,40,5,15,4,5,2.0,41,5,17,2,3,25.0,15,20,0,7,0
729,1,0.005269049842237618,0.1881401758145537,1.281258685178796,0.3833046760754146,0.5907400487508783,0.8925266950454905,0.22262977042154877,0.838041529197308,2,10,2,5,5,6,1.0,36,6,8,4,2,21.0,12,16,0,0,0
731,1,-2.812697646612411,0.5129780379964538,1.281258685178796,0.22720389918898612,-0.007911314311577928,-0.07970136948169941,1.2026645611263997,1.187597787991265,2,10,1,1,3,5,1.0,27,6,3,3,4,17.0,12,11,20,0,0
734,1,1.0400367231468641,1.2132753032826056,0.13970342250042317,1.1155591414704282,0.9310230979087157,1.1839910135617733,1.2026645611263997,1.187597787991265,2,35,2,2,3,5,1.0,36,6,13,5,8,24.0,14,20,0,0,0
735,1,-0.08572568682286806,0.7970713347728609,-0.29524303144692593,0.33401189302105894,-0.007911314311577928,0.8574880490644123,-0.09931290274365544,0.44479818103454044,2,34,2,2,3,5,1.0,35,4,12,6,7,20.0,13,18,0,0,0
736,1,1.123122992762407,0.842921260245631,1.281258685178796,1.1155591414704282,0.5907400487508783,-0.699268852162473,-0.802564768159533,-0.46003120410375115,2,10,1,20,3,5,1.0,43,4,18,4,2,20.0,13,9,20,20,0
737,1,-0.332504604663534,0.7970713347728609,0.536740900014047,0.7535158022137463,-0.007911314311577928,0.2539786602462479,0.4815605688049265,0.3981118218002871,1,8,2,5,4,5,2.0,36,5,13,5,6,20.0,10,6,19,25,0
738,1,-1.1277512227328843,0.21608827915139303,-0.29524303144692593,-0.2072908509726116,-0.6757939265587742,-0.07970136948169941,-0.36809180682695364,-0.4248259360240788,2,39,1,1,5,6,1.0,41,5,17,4,7,24.0,13,11,20,0,0
739,1,1.2699133135935283,1.2451536241504901,0.13970342250042317,1.938332204448252,-0.017596650719131718,1.1839910135617733,1.678206293509408,1.5363975615133252,2,16,2,4,5,6,1.0,33,6,10,6,6,12.0,5,5,0,30,0
740,1,-0.5340678635146657,-0.7747877072722641,-0.9366511045170197,-0.5621208054802014,-0.3916702004937041,-0.9824220199521819,-0.607656734095589,-0.4248259360240788,1,13,3,8,4,5,2.0,33,5,10,5,4,25.0,14,8,25,20,0
741,1,-0.8720664953510531,-0.3142642975492537,-1.9251018601381573,-1.00014614197404,-0.8402826227096605,-0.699268852162473,-0.8141822255429525,-0.5023782351800946,2,23,1,7,3,5,1.0,35,6,9,4,7,26.0,17,9,20,20,0
742,1,-0.393048648481888,-0.12012626373214495,0.13970342250042317,-0.2072908509726116,-0.07538790254748332,-0.37031547856238484,-0.10564500478689663,-0.05388312087291695,2,32,1,9,3,5,1.0,33,6,9,5,2,35.0,32,32,16,8,0
743,1,-1.5881038005798247,-1.1609072610332158,-1.7054672641306756,-1.2487807805201272,-0.5496632010757968,-0.07970136948169941,-0.6138318892243919,0.44479818103454044,1,15,4,5,5,6,2.0,34,4,10,7,9,30.0,20,11,50,10,0
747,1,-0.6488493374135911,-0.8332431399546414,0.13970342250042317,-0.6048056179299874,-0.8402826227096605,-1.1747847349894047,-1.0150628841825242,-0.5023782351800946,2,36,1,1,3,5,1.0,40,5,15,6,4,41.0,26,16,20,20,0
1063,1,-0.2638487478538626,-0.2961078649359888,0.9168676754493987,0.33401189302105894,0.39748061146573854,0.3389362823365914,0.16896149690249074,-1.196951499592048,2,19,1,6,3,5,1.0,37,5,12,1,2,15.0,7,10,30,10,0
1064,1,-0.8005670916310554,-0.9386005106586786,-0.9366511045170197,-0.9184717799561795,-0.8402826227096605,-1.1747847349894047,-0.801408732775628,-0.7768877015927913,2,35,1,9,3,5,1.0,37,5,12,7,9,40.0,25,35,10,0,0
1066,1,0.509505252671833,0.6032508973976025,0.536740900014047,0.6532331899104784,0.39748061146573854,0.27784483378000585,0.4815605688049265,0.838041529197308,2,10,1,6,5,6,1.0,38,5,12,4,6,16.0,10,5,20,20,0
1067,1,-0.7921749113761104,0.5412406124890594,-1.4862770052669965,-0.7397152823474121,-1.8643968248060714,0.21552849393778906,-0.05725399673462778,0.9197273211866593,1,14,3,10,3,5,1.0,30,5,10,7,9,20.0,14,12,30,0,0
1068,1,0.5612178024070209,-0.35404483760589317,0.5219102128888318,-0.6520757896272974,0.22708073918639804,1.1839910135617733,0.7220089979127282,-0.14943576114662865,2,29,2,2,5,6,1.0,31,4,4,2,5,30.0,11,11,20,30,0
1070,1,0.6000588399190588,-0.506941608205657,-0.627776188858202,0.2841262141038089,-0.017596650719131718,0.5255465883896553,-0.612616622727868,1.187597787991265,2,32,2,8,3,5,1.0,33,6,8,3,4,30.0,14,22,20,0,0
1071,1,0.488289667078412,1.2132753032826056,0.13970342250042317,0.277959299290185,0.5974585239574847,1.1839910135617733,2.162193228647555,1.187597787991265,1,5,2,5,5,6,1.0,34,5,9,4,3,14.0,10,8,15,40,0
1074,1,0.20175266614931245,-0.5730127529480165,0.13970342250042317,0.277959299290185,-0.07538790254748332,-0.6478461889136202,-0.820030263268297,-1.1330932152892035,1,17,1,12,3,5,1.0,33,5,7,7,9,30.0,22,10,0,0,0
1077,1,1.4550780708611672,1.6298901500188756,2.0370746691693506,1.1155591414704282,1.6281963140222402,0.8574880490644123,1.6848416935094765,1.6178141988801746,2,18,2,6,5,6,1.0,36,3,12,3,4,14.0,8,7,25,28,0
1079,1,-1.7697382087727358,-1.3482377741153104,-2.1265206562026733,-1.2083911216671863,-0.3569097617409811,0.21552849393778906,-1.399220505164952,-1.1683032719258963,2,18,2,12,3,5,1.0,39,5,14,3,3,12.0,5,6,0,20,0
1080,1,-1.3385330114785718,-0.22519215464227604,-0.9252696203841204,-0.6520757896272974,-0.18944983399481027,-0.8861963126004256,-0.09931290274365544,-0.46769634382351494,2,10,1,5,3,5,1.0,33,4,8,5,4,10.0,8,7,20,10,0
1081,1,2.167131994479035,1.584012547201439,-0.30988536384468635,2.3523192929048515,1.6281963140222402,1.4742790025231733,1.450339428228649,2.3599814450951264,2,29,1,4,5,6,1.0,30,6,5,5,5,11.0,10,11,20,0,0
1082,1,-2.915465264879203,-2.6815828453602104,-2.6189931754069042,-2.964385275920787,-2.876294438019442,-2.8844023169144033,-3.0746360655202634,-2.8478832865989063,2,32,1,12,3,5,1.0,33,6,12,6,1,37.0,33,33,25,0,0
1103,1,-1.4064876607565435,-1.3753558790249172,-0.6403047817915861,-0.961880650748461,-1.8240166497475103,-0.667765078871905,-0.607656734095589,-1.492971004595986,2,36,2,10,5,6,1.0,38,6,12,4,2,22.0,12,8,20,25,0
1104,1,0.8945085097275657,0.9854111480754747,-0.2808267984439517,0.7535158022137463,0.3787017432356712,0.27784483378000585,0.4608451365945331,-0.10773144900326735,2,40,1,10,3,5,1.0,41,5,16,7,9,30.0,25,15,25,6,0
1105,1,-0.8005670916310554,-0.6716428223017881,0.13970342250042317,0.277959299290185,-0.6700655360369852,-1.1747847349894047,-0.3667742366204601,0.010623262144330807,2,15,2,10,5,6,1.0,36,5,12,4,4,30.0,9,14,10,20,0
1106,1,0.6847540462650608,0.003703101410685995,0.5219102128888318,0.7063520597970705,-0.1772553391624743,-0.07970136948169941,0.21375452846671794,0.7560798417105585,1,15,1,12,3,5,1.0,37,5,13,4,6,46.0,25,14,30,20,0
1107,1,0.4015991809260794,0.7150091220961693,0.536740900014047,1.1155591414704282,1.2696091624616548,1.4742790025231733,0.7233404082108914,1.187597787991265,2,10,2,7,5,6,1.0,37,5,12,4,6,36.0,23,13,20,20,0
1109,1,-0.49959372540696834,-0.707882490178483,-0.29524303144692593,-0.2072908509726116,0.1898049565544773,-0.9345879306730112,0.1975046516934565,-0.05388312087291695,1,10,2,8,3,5,1.0,40,5,16,4,3,12.0,8,4,0,50,0
1111,1,-0.5340678635146657,-1.2296738557548734,-0.29524303144692593,-0.2564472076709142,-0.2389089771914363,-0.6478461889136202,-0.1241284350118633,-0.38915420561097863,2,30,2,10,3,5,1.0,32,6,8,4,5,39.0,22,19,0,20,0
1112,1,0.8108915581996673,0.6452622058940848,0.13970342250042317,0.277959299290185,0.7351999550169478,0.5614790908060036,-0.36809180682695364,-0.4248259360240788,2,34,2,5,3,5,1.0,36,5,11,4,2,25.0,13,9,0,0,0
1113,1,0.509505252671833,0.7106996594055415,0.536740900014047,0.33401189302105894,1.2696091624616548,0.6196641724370361,0.7165785164560138,0.44479818103454044,2,11,2,8,3,5,1.0,32,6,8,7,9,60.0,50,40,10,10,0
1114,1,0.08186261261367012,-0.12012626373214495,-0.6403047817915861,-0.2072908509726116,-1.1165517696442264,-1.2200323149955428,-1.0272041917478205,-0.7768877015927913,1,10,1,5,4,6,2.0,38,5,13,6,3,20.0,16,15,20,15,0
1117,1,0.509505252671833,0.6128882617196365,-0.2808267984439517,0.7063520597970705,0.16241754584320806,0.5614790908060036,0.4608451365945331,0.4828270400236768,2,31,1,8,6,6,2.0,32,6,8,4,3,30.0,22,26,16,6,0
1118,1,-0.5340678635146657,-0.4941555114194779,-0.627776188858202,-0.9184717799561795,-0.5556212505213315,-0.6478461889136202,-0.818879230669675,-0.8154322258675485,1,10,1,11,4,5,2.0,31,5,8,1,3,35.0,27,18,25,10,0
1119,1,-0.15580018250546857,-0.22823804601000153,-0.29524303144692593,-0.6048056179299874,-0.8551017085667475,0.5255465883896553,-0.07534209759945101,0.10443796004773508,2,7,1,6,5,6,1.0,35,7,7,3,7,32.0,16,10,20,30,0
1120,1,-0.8348926345045685,-0.5730127529480165,-0.2808267984439517,-0.3101372206195133,-0.2252297968244064,-1.4122839874127784,-0.612616622727868,0.31201581048813476,2,5,4,3,3,5,1.0,51,4,25,9,11,60.0,55,50,15,0,0
1122,1,1.2476414971358407,1.2132753032826056,1.281258685178796,1.1155591414704282,1.2696091624616548,1.1839910135617733,1.2026645611263997,1.187597787991265,2,28,1,3,3,5,1.0,37,6,11,4,2,40.0,24,19,25,0,0
1299,1,1.123122992762407,0.4575270530020704,0.9022506809257992,0.33401189302105894,-0.007911314311577928,0.5614790908060036,-0.09931290274365544,0.3981118218002871,2,28,1,3,3,5,1.0,29,6,4,4,4,23.0,9,14,0,25,0
1300,1,-0.6906952280266531,-0.7392473499852226,-0.627776188858202,-0.5621208054802014,-0.23208334147027965,-0.37031547856238484,-0.1241284350118633,-0.4248259360240788,2,10,3,8,3,5,1.0,31,6,5,5,8,38.0,13,21,15,0,0
1301,1,0.36491370823074487,-0.622664438962753,-0.2808267984439517,0.1689406750902399,-0.5022902355783603,-0.6795220052364852,-0.10564500478689663,-0.7768877015927913,1,15,2,3,3,5,1.0,36,6,11,5,4,33.0,28,17,0,0,0
1302,1,-0.5905225461069498,-0.5952583176315754,-0.9366511045170197,-0.2072908509726116,-0.23208334147027965,-0.07970136948169941,-1.2197185681456477,-0.05388312087291695,2,35,1,9,3,5,1.0,37,6,12,6,2,30.0,20,20,0,0,0
1303,1,0.20175266614931245,0.06520263368100088,0.9022506809257992,-0.2072908509726116,-0.007911314311577928,-0.42640286240458525,0.21521716529398482,0.7560798417105585,2,17,2,10,5,6,1.0,36,5,11,7,9,40.0,24,35,0,0,1
1305,1,-0.8647156498881572,-0.7116000194177755,-0.627776188858202,-0.6520757896272974,-0.68151204605134,-0.035600660646174453,-0.389268663467654,0.3595215148245922,2,15,1,3,5,6,1.0,29,5,4,4,5,13.0,11,11,8,0,0
1306,1,0.42499651546919615,0.6128882617196365,0.9022506809257992,0.33401189302105894,0.5376808475825715,0.6196641724370361,0.19148454239144433,-0.05388312087291695,1,25,2,9,3,5,1.0,36,5,12,7,9,24.0,19,18,0,0,1
1307,1,-0.22533016341947684,-0.12012626373214495,0.13970342250042317,-0.2072908509726116,-0.007911314311577928,-0.07970136948169941,-0.09931290274365544,-0.05388312087291695,2,10,2,5,3,5,1.0,34,4,9,5,5,15.0,12,9,20,10,0
1308,1,0.6019098790489938,0.5707643244886973,0.13970342250042317,0.6532331899104784,0.39748061146573854,0.5614790908060036,0.21375452846671794,0.838041529197308,1,12,2,9,3,5,1.0,36,4,11,7,9,24.0,17,15,0,0,0
1310,1,-0.393048648481888,0.36826799157654194,1.281258685178796,-0.6520757896272974,-0.3916702004937041,-0.6478461889136202,0.4815605688049265,-0.46003120410375115,2,10,1,10,5,6,1.0,37,7,9,6,6,30.0,19,12,10,25,0
1312,1,-0.08572568682286806,-0.12012626373214495,0.13970342250042317,-0.2072908509726116,-0.007911314311577928,0.3154962722349235,-0.09931290274365544,-0.05388312087291695,1,10,1,5,3,5,1.0,31,5,6,3,4,20.0,5,16,20,15,0
1314,1,0.557424910125001,0.5707643244886973,0.536740900014047,0.277959299290185,0.5791282670319288,0.6196641724370361,0.7165785164560138,0.838041529197308,1,15,1,10,3,5,1.0,31,5,6,5,8,18.0,10,8,0,0,0
1317,1,-0.060664081730277056,0.32011849493588884,-1.2180982158151756,0.277959299290185,0.02966487091668314,0.6196641724370361,0.9540938992205807,0.44479818103454044,1,6,2,7,3,5,1.0,31,4,7,4,4,18.0,11,13,33,10,0
1318,1,0.20175266614931245,0.06520263368100088,0.536740900014047,0.22720389918898612,1.0741517068744555,0.27784483378000585,0.4608451365945331,0.3595215148245922,1,10,2,8,3,5,1.0,36,4,12,7,9,21.0,18,15,0,0,0
1319,1,-0.08572568682286806,-0.12012626373214495,0.13970342250042317,-0.2072908509726116,-0.007911314311577928,-0.07970136948169941,-0.09931290274365544,-0.05388312087291695,2,20,2,9,4,6,1.0,35,5,10,3,6,10.0,6,7,10,0,0
1320,1,1.5635907570490781,-0.7946582181047994,-0.6403047817915861,-0.8793917966839289,-0.6913637772338835,-1.359017045653516,-1.23662574149625,-0.5441325315427811,2,29,3,4,3,5,1.0,30,5,6,3,4,40.0,22,21,32,5,0
1321,1,-1.0083319995195361,-0.7355594800928535,0.5219102128888318,0.22720389918898612,-0.20639034225894826,0.3154962722349235,0.7220089979127282,0.8011512675775496,1,8,2,5,3,5,1.0,31,6,6,6,4,20.0,12,18,10,5,0
1322,1,-0.22533016341947684,0.28613348240911335,-0.9366511045170197,-0.6048056179299874,-0.6913637772338835,-0.42640286240458525,-1.0327643580118149,-0.05388312087291695,2,31,2,5,3,5,1.0,32,5,9,4,2,24.0,16,18,25,0,0
1323,1,-0.393048648481888,-0.12012626373214495,-0.29524303144692593,-0.9184717799561795,0.3787017432356712,-0.12096111446663933,-0.3467368349933931,-0.5023782351800946,2,13,2,10,3,5,1.0,36,5,12,4,3,20.0,12,14,10,10,0
1324,1,1.0195195630727585,0.9440061701396246,0.536740900014047,0.7535158022137463,-0.007911314311577928,0.8925266950454905,0.7233404082108914,0.838041529197308,2,33,1,6,5,6,1.0,35,6,8,3,4,23.0,14,7,20,25,0
